Supermercado,Categoría,precio,descuento,brand,description,imagen
Vea,Frutas y Verduras,$499,,SIN MARCA,Maní Con Chocolate 150 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/367619-500-auto?v=1765400006&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$1.190,,SIN MARCA,Almendras Tostadas Y Saladas 150 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/432087-500-auto?v=1765400416&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$679,,ROCKY,Ensalada Mix De Verdes Rocky 300 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/765915-500-auto?v=1765401814&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,"$372,29",,SIN MARCA,Casta¤as De Caju Tostadas Y Saladas - Sin Tacc ,https://discoargentina.vtexassets.com/arquivos/ids/686218-500-auto?v=1765396939&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$489,,SONG,Puerro Song 300 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/180922-500-auto?v=1765387619&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$1.900,,SIN MARCA,Arandanos Rojos ,https://discoargentina.vtexassets.com/arquivos/ids/764022-500-auto?v=1765307778&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$889,,BUY & EAT,Puchero Menays 200 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/432203-500-auto?v=1765402149&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$399,,SIN MARCA,Moka Mix Green Choice 150 Gr. ,https://discoargentina.vtexassets.com/arquivos/ids/763918-500-auto?v=1765403461&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$249,,SIN MARCA,Adobo Para Pizza 100 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/447224-500-auto?v=1765403387&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$199,,SIN MARCA,Mix De Frutas Secas Y Desecadas Por U ,https://discoargentina.vtexassets.com/arquivos/ids/668987-500-auto?v=1765403396&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,$1.290,,SIN MARCA,Ciruela Organica-s/e-kg-1 ,https://discoargentina.vtexassets.com/arquivos/ids/772537-500-auto?v=1765381948&width=500&height=auto&aspect=true
Vea,Frutas y Verduras,"$594,9",,SIN MARCA,Pera Red Batler Orgánica ,https://discoargentina.vtexassets.com/arquivos/ids/334897-500-auto?v=1765401903&width=500&height=auto&aspect=true
Vea,Lácteos,"$429,2",,BIMBO,Rapiditas Bimbo Clásicas X 275grs. ,https://discoargentina.vtexassets.com/arquivos/ids/751896-500-auto?v=1765403222&width=500&height=auto&aspect=true
Vea,Lácteos,"$353,46",,LA SERENISIMA,Crema De Leche Liviana La Serenisima U.a.t 200 Ml ,https://discoargentina.vtexassets.com/arquivos/ids/687612-500-auto?v=1765403568&width=500&height=auto&aspect=true
Vea,Lácteos,"$217,6",,ACTIMEL,Leche Fermentada Frutilla Actimel 100gr ,https://discoargentina.vtexassets.com/arquivos/ids/771862-500-auto?v=1765403583&width=500&height=auto&aspect=true
Vea,Lácteos,"$217,6",,ACTIMEL,Leche Fermentada Multifruta Actimel 100gr ,https://discoargentina.vtexassets.com/arquivos/ids/771867-500-auto?v=1765403585&width=500&height=auto&aspect=true
Vea,Lácteos,"$299,5",,PUNTO & PASTA,Tapas Pascualinas Punto&pasta Criollas 400 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/189410-500-auto?v=1765403841&width=500&height=auto&aspect=true
Vea,Lácteos,"$474,3","$332,01",YOGURISIMO,Yogur Natural Conicet Endulzado Yogurisimo 300gr ,https://discoargentina.vtexassets.com/arquivos/ids/771898-500-auto?v=1765403831&width=500&height=auto&aspect=true
Vea,Lácteos,"$198,7","$139,09",SER,Yogur Essential Batido Frutos Rojos Ser 140gr ,https://discoargentina.vtexassets.com/arquivos/ids/720565-500-auto?v=1765403585&width=500&height=auto&aspect=true
Vea,Lácteos,"$239,6",,LA ITALIANA,Tapas Para Empanadas La Italiana Para Horno 330 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/657727-500-auto?v=1765403827&width=500&height=auto&aspect=true
Vea,Lácteos,"$461,89","$323,32",YOGS,Yogur Descremado Beb Sancor Vida Vainilla 900g ,https://discoargentina.vtexassets.com/arquivos/ids/714886-500-auto?v=1765403676&width=500&height=auto&aspect=true
Vea,Lácteos,"$681,5",,Silk,Bebida A Base De Almendra Silk 1lt ,https://discoargentina.vtexassets.com/arquivos/ids/773602-500-auto?v=1765401889&width=500&height=auto&aspect=true
Vea,Lácteos,"$471,72","$330,2",LA SERENISIMA,Relleno Dolcella Avellanas La Serenisima 300gr ,https://discoargentina.vtexassets.com/arquivos/ids/580313-500-auto?v=1765403820&width=500&height=auto&aspect=true
Vea,Lácteos,"$645,3","$451,71",YOGURISIMO,Yogur Bebible Conicet Durazno Yogurisimo 1kg ,https://discoargentina.vtexassets.com/arquivos/ids/771904-500-auto?v=1765402028&width=500&height=auto&aspect=true
Vea,Lácteos,"$267,87",,DANICA,Margarina Danica Equilibrio X 220g ,https://discoargentina.vtexassets.com/arquivos/ids/710226-500-auto?v=1765403796&width=500&height=auto&aspect=true
Vea,Lácteos,"$551,7",,ADES,Bebida A Base De Almendras Ades Almendras Sin Azúcar 1lt ,https://discoargentina.vtexassets.com/arquivos/ids/770997-500-auto?v=1765396527&width=500&height=auto&aspect=true
Vea,Lácteos,"$428,87",,LA SERENISIMA,Bebible Frutilla 0% Grasas La Serenisima Larga Vida 1l ,https://discoargentina.vtexassets.com/arquivos/ids/771323-500-auto?v=1765403373&width=500&height=auto&aspect=true
Vea,Lácteos,"$1.087,06","$760,94",HUERTA TAMBO,Dulce De Leche De Cabra Huertatambo Con Chocolate 210g ,https://discoargentina.vtexassets.com/arquivos/ids/704379-500-auto?v=1765400051&width=500&height=auto&aspect=true
Vea,Lácteos,"$316,7",,LA SERENISIMA,Leche La Martona Uat P.des 2bk 1l ,https://discoargentina.vtexassets.com/arquivos/ids/771673-500-auto?v=1765403880&width=500&height=auto&aspect=true
Vea,Lácteos,"$316,7",,LA SERENISIMA,Leche La Martona Uat P.des 1bk 1l ,https://discoargentina.vtexassets.com/arquivos/ids/771670-500-auto?v=1765403764&width=500&height=auto&aspect=true
Vea,Perfumería,"$647,9",,COLGATE,Crema Dental Colgate Total 12 Salud Visible 90 ,https://discoargentina.vtexassets.com/arquivos/ids/704362-500-auto?v=1765403711&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.014,81","$608,89",PANTENE,Acondicionador Pantene Prov Essentials Hidratación Extrema 400ml ,https://discoargentina.vtexassets.com/arquivos/ids/700024-500-auto?v=1765400096&width=500&height=auto&aspect=true
Vea,Perfumería,"$245,44","$147,26",VERITAS,Jab¢n De Glicerina V?ritas Neutro 120 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/432046-500-auto?v=1765403891&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.780,07",,TENA,Ropa Interior Tena Pants Clasico Talle L X 8 U ,https://discoargentina.vtexassets.com/arquivos/ids/767774-500-auto?v=1765403435&width=500&height=auto&aspect=true
Vea,Perfumería,"$505,64","$303,38",REXONA,Jabón De Tocador Rexona Sensible 3x125g ,https://discoargentina.vtexassets.com/arquivos/ids/773126-500-auto?v=1765403890&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.023,38","$614,03",DOVE,Acondicionador  Dove  Ritual De Fortalecimiento Palta 400 Ml ,https://discoargentina.vtexassets.com/arquivos/ids/772289-500-auto?v=1765403921&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.433,07",,COREGA,Crema Adhesiva Corega Para Protesis Sin Sabor 70 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/598249-500-auto?v=1765403579&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.014,81","$608,89",PANTENE,Acondicionador Pantene Prov Essentials Liso Extremo 400ml ,https://discoargentina.vtexassets.com/arquivos/ids/703057-500-auto?v=1765403892&width=500&height=auto&aspect=true
Vea,Perfumería,"$905,48","$543,29",FRUCTIS,Shampoo Fructis Recarga Nutritiva 350ml ,https://discoargentina.vtexassets.com/arquivos/ids/740988-500-auto?v=1765398167&width=500&height=auto&aspect=true
Vea,Perfumería,"$363,49",,COLGATE,Cepillo Dental Colgate Extra Clean X2 ,https://discoargentina.vtexassets.com/arquivos/ids/693720-500-auto?v=1765403787&width=500&height=auto&aspect=true
Vea,Perfumería,"$495,85",,ORAL-B,Pasta Dental Oral-b Extra Blancura 150 G ,https://discoargentina.vtexassets.com/arquivos/ids/695310-500-auto?v=1765403632&width=500&height=auto&aspect=true
Vea,Perfumería,"$685,47",,NIVEA,Desodorante Nivea Men Antibacterial 150 Ml ,https://discoargentina.vtexassets.com/arquivos/ids/693579-500-auto?v=1765401703&width=500&height=auto&aspect=true
Vea,Perfumería,"$905,48","$543,29",FRUCTIS,Shampoo Fructis Liso Coco 350ml ,https://discoargentina.vtexassets.com/arquivos/ids/740975-500-auto?v=1765401817&width=500&height=auto&aspect=true
Vea,Perfumería,"$204,33","$122,6",PLUSBELLE,Jabon Tocador Plusbelle Relajacion 120g ,https://discoargentina.vtexassets.com/arquivos/ids/698209-500-auto?v=1765403582&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.733,52","$1.040,11",ELVIVE,Acondicionador Elvive Color Vive Protector 750ml ,https://discoargentina.vtexassets.com/arquivos/ids/713554-500-auto?v=1765399937&width=500&height=auto&aspect=true
Vea,Perfumería,"$189,97",,ORAL-B,Pasta Dental Oral-b 4en1 Con Flúor 70 G ,https://discoargentina.vtexassets.com/arquivos/ids/672607-500-auto?v=1765403837&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.122,48","$673,49",FRUCTIS,Shampoo Fructis Aloe Hidra Bomb 650ml ,https://discoargentina.vtexassets.com/arquivos/ids/712652-500-auto?v=1765404920&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.480,04",,COLGATE,Pasta Colgate Total 12 Pro Whitening 140g ,https://discoargentina.vtexassets.com/arquivos/ids/699576-500-auto?v=1765403590&width=500&height=auto&aspect=true
Vea,Perfumería,"$349,89","$209,93",LADYSOFT,Toallas Femeninas Ladysoft Ultradelgada Tela Seca X8 Un ,https://discoargentina.vtexassets.com/arquivos/ids/708026-500-auto?v=1765403684&width=500&height=auto&aspect=true
Vea,Perfumería,"$110,76","$66,46",PLUSBELLE,Jab½m Plusbelle Humectante Vita Glic 1x125 G ,https://discoargentina.vtexassets.com/arquivos/ids/646029-500-auto?v=1765401655&width=500&height=auto&aspect=true
Vea,Perfumería,"$195,6","$117,36",ESPADOL,Jabon Espadol Skincare ,https://discoargentina.vtexassets.com/arquivos/ids/720298-500-auto?v=1765396228&width=500&height=auto&aspect=true
Vea,Perfumería,"$704,2",,GILLETTE,Afeitadora Reciclable Prestobarba3 Cool 2 Un ,https://discoargentina.vtexassets.com/arquivos/ids/758433-500-auto?v=1765403871&width=500&height=auto&aspect=true
Vea,Perfumería,"$636,24","$381,74",ESPADOL,Jabon Liquido Espadol Skincare 220ml ,https://discoargentina.vtexassets.com/arquivos/ids/720358-500-auto?v=1765400026&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.461,47",,GILLETTE,Maquina Afeitar Piel Sensible Derma Protección 4u ,https://discoargentina.vtexassets.com/arquivos/ids/758430-500-auto?v=1765403796&width=500&height=auto&aspect=true
Vea,Perfumería,"$731,65",,ORAL-B,Cepillo Oral B Pro Doble Accion X3 ,https://discoargentina.vtexassets.com/arquivos/ids/696122-500-auto?v=1765403778&width=500&height=auto&aspect=true
Vea,Perfumería,"$161,96",,BAND AID,Apósitos Adhesivos Sanitarios Band-aid Transparentes 10 U ,https://discoargentina.vtexassets.com/arquivos/ids/715699-500-auto?v=1765405158&width=500&height=auto&aspect=true
Vea,Perfumería,"$445,79",,BIC,Máquina De Afeitar Bic Action Normal 2 U ,https://discoargentina.vtexassets.com/arquivos/ids/595895-500-auto?v=1765405208&width=500&height=auto&aspect=true
Vea,Perfumería,"$176,9","$106,14",VERITAS,Jabón De Glicerina Veritas Menta 120 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/186058-500-auto?v=1765394488&width=500&height=auto&aspect=true
Vea,Perfumería,"$812,6",,TRESEMMÉ,Crema De Peinar Tresemme Antifrizz 200ml ,https://discoargentina.vtexassets.com/arquivos/ids/760231-500-auto?v=1765398241&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.220,71",,GUM,Cepillo Dental Gum Technique Deep Clean X 2 U ,https://discoargentina.vtexassets.com/arquivos/ids/665631-500-auto?v=1765404987&width=500&height=auto&aspect=true
Vea,Perfumería,"$300,34","$180,2",ESTILO SPA,Jabon Liquido Estilo Spa Antibacterial 300ml ,https://discoargentina.vtexassets.com/arquivos/ids/672048-500-auto?v=1765399918&width=500&height=auto&aspect=true
Vea,Perfumería,"$2.937,51","$2.056,26",NIVEA,Crema Antiarrugas Nivea Dia Q10 Power 50ml ,https://discoargentina.vtexassets.com/arquivos/ids/703067-500-auto?v=1765398308&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.067,43",,ELVIVE,Elvive Crema Para Peinar Oleo Coco 250ml ,https://discoargentina.vtexassets.com/arquivos/ids/702044-500-auto?v=1765328186&width=500&height=auto&aspect=true
Vea,Perfumería,"$656,6","$393,96",PLUSBELLE,Acondicionador Plusbelle Frescura 1000ml ,https://discoargentina.vtexassets.com/arquivos/ids/703480-500-auto?v=1765405492&width=500&height=auto&aspect=true
Vea,Perfumería,"$775,13",,CHESTER,Desodorante Masculino Chester Ice 250 Ml ,https://discoargentina.vtexassets.com/arquivos/ids/705386-500-auto?v=1765405490&width=500&height=auto&aspect=true
Vea,Perfumería,"$1.859,26",,Sri Sri Tattva,Pasta Dental Ayurvedica Sin Fluor Sudanta Sri Sri ,https://discoargentina.vtexassets.com/arquivos/ids/643709-500-auto?v=1765335862&width=500&height=auto&aspect=true
Vea,Perfumería,"$564,25",,TEATRICAL,Crema Facial Teatrical Aclaradora 100 Gr ,https://discoargentina.vtexassets.com/arquivos/ids/770140-500-auto?v=1765405228&width=500&height=auto&aspect=true
Vea,Perfumería,$538,,DOVE,Acondicionador  Dove  Coco Y Cúrcuma Coco Y Cúrcuma 200 Ml ,https://discoargentina.vtexassets.com/arquivos/ids/772294-500-auto?v=1765405539&width=500&height=auto&aspect=true
Vea,Perfumería,"$328,2",,KOTEX,Toalla Kotex Antibac Ultrafina X10 ,https://discoargentina.vtexassets.com/arquivos/ids/771138-500-auto?v=1765405385&width=500&height=auto&aspect=true
Vea,Perfumería,"$234,18",,JUMBO FAMILY CARE MP,Sanitizante Para Manos Fresias 65 Ml ,https://discoargentina.vtexassets.com/arquivos/ids/179369-500-auto?v=1765402135&width=500&height=auto&aspect=true
Vea,Perfumería,"$929,66",,NIVEA,Bálsamo After Shave Nivea 100 Ml ,https://discoargentina.vtexassets.com/arquivos/ids/693532-500-auto?v=1765402031&width=500&height=auto&aspect=true
Vea,Perfumería,"$198,6",,FRESH DENT,Crema Dental Fresh Dent Con Fluor Tbo 70 Gr. ,https://discoargentina.vtexassets.com/arquivos/ids/764076-500-auto?v=1765405746&width=500&height=auto&aspect=true
Vea,Perfumería,"$2.884,96",,BIFERDIL,Acondicionador Biferdil Alisado 295ml ,https://discoargentina.vtexassets.com/arquivos/ids/593328-500-auto?v=1765385940&width=500&height=auto&aspect=true
Vea,Bebés y Niños,"$3.082,8",,PAMPERS SUPERSEC,Pañales Pampers Supersec Mediano X54 ,https://discoargentina.vtexassets.com/arquivos/ids/699974-500-auto?v=1765394522&width=500&height=auto&aspect=true
Vea,Bebés y Niños,"$5.904,11",,PAMPERS,Pañal Pampers Premiun Care Xxg 34u ,https://discoargentina.vtexassets.com/arquivos/ids/763818-500-auto?v=1765403715&width=500&height=auto&aspect=true
Vea,Bebés y Niños,"$740,56",,BABYSEC,Toallitas Humedas Babysec Premium X50 Un ,https://discoargentina.vtexassets.com/arquivos/ids/707985-500-auto?v=1765405493&width=500&height=auto&aspect=true
Vea,Bebés y Niños,"$485,91","$291,55",PLUSBELLE,Shampoo Plusbelle Kids Protecc.natural X350ml ,https://discoargentina.vtexassets.com/arquivos/ids/645216-500-auto?v=1765405467&width=500&height=auto&aspect=true
