market,category,currency,descripcion_producto,precio_producto,precio_promocion,descripcion_promocion,imagen
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bálsamo Capilatis con aloe vera 100% orgánico 420 cc. </span>","$ 1.022,00",,,https://carrefourar.vtexassets.com/arquivos/ids/262348-170-170?v=1765379225&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas Smams vainilla rellenas sabor frutilla 105 g. SIN TACC </span>","$ 220,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176060-170-170?v=1765384890&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Coquitos 6 u. sin TACC </span>","$ 458,00",,,https://carrefourar.vtexassets.com/arquivos/ids/175014-170-170?v=1765385523&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas orgánicas Zafranito chocolate 150 g. </span>","$ 224,40",,,https://carrefourar.vtexassets.com/arquivos/ids/262125-170-170?v=1765384467&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Pan de mesa Carrefour blanco 200 g. sin TACC </span>","$ 438,62$ 482,00","$ 438,62c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/179766-170-170?v=1765374368&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla sin TACC bizcochuelo vainilla Arcor 500 g. </span>","$ 583,00",,,https://carrefourar.vtexassets.com/arquivos/ids/180161-170-170?v=1765374394&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Tostadas con semillas Carrefour 130 g. sin TACC </span>","$ 729,56$ 793,00","$ 729,56c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/183080-170-170?v=1765371171&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla para volcán de chocolate 123 Listo 220 g. sin TACC </span>","$ 596,00",,,https://carrefourar.vtexassets.com/arquivos/ids/180343-170-170?v=1765368645&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Barra de cereal Zafrán cajú semillas de zapallo 28 g. sin TACC </span>","$ 169,50",,,https://carrefourar.vtexassets.com/arquivos/ids/171273-170-170?v=1765378068&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas Smams vainilla con relleno 105 g. SIN TACC </span>","$ 220,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176048-170-170?v=1765374093&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Tostadas de arroz Lulemuu con sal 120 g. sin TACC </span>","$ 151,50",,,https://carrefourar.vtexassets.com/arquivos/ids/183283-170-170?v=1765384973&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla para muffins 123 Listo vainilla 420 g. sin TACC </span>","$ 487,20",,,https://carrefourar.vtexassets.com/arquivos/ids/180336-170-170?v=1765374081&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Barra de cereal Zafrán maní cacao 28 g. sin TACC </span>","$ 169,50",,,https://carrefourar.vtexassets.com/arquivos/ids/171271-170-170?v=1765378057&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Leche de coco light Sococo 200 cc. </span>","$ 674,25$ 899,00","$ 674,25c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/178402-170-170?v=1765365944&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Krabas Santa elena sin TACC preformado de surimi 300 g. </span>","$ 999,00",,,https://carrefourar.vtexassets.com/arquivos/ids/181712-170-170?v=1765373509&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Papas fritas JuliCroc asado criollo 70 g.sin TACC </span>","$ 312,00",,,https://carrefourar.vtexassets.com/arquivos/ids/193516-170-170?v=1765384974&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla para muffins 123 Listo chocolate 420 g. sin TACC </span>","$ 487,20",,,https://carrefourar.vtexassets.com/arquivos/ids/180339-170-170?v=1765373272&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Leche de coco Sococo 200 cc. </span>","$ 411,00$ 548,00","$ 411,00c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/178395-170-170?v=1765362035&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Tabletas Freddo sin TACC dulce de leche 6 u. </span>","$ 1.280,00",,,https://carrefourar.vtexassets.com/arquivos/ids/177023-170-170?v=1765384681&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Fideos integrales codito orgánicos Grun 500 g. </span>","$ 620,00",,,https://carrefourar.vtexassets.com/arquivos/ids/175225-170-170?v=1765372000&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas Aglu vainilla con gotitas de chocolate 180 g. SIN TACC </span>","$ 442,00",,,https://carrefourar.vtexassets.com/arquivos/ids/175927-170-170?v=1765382152&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Leche de coco Sococo 500 cc. </span>","$ 1.605,00$ 2.140,00","$ 1.605,00c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/178398-170-170?v=1765356020&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado Freddo sin TACC chocolate doble tentación 375 g. </span>","$ 952,00",,,https://carrefourar.vtexassets.com/arquivos/ids/177033-170-170?v=1765378096&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla para muffins 123 Listo calabaza y zanahoria 420 g. sin TACC </span>","$ 641,60",,,https://carrefourar.vtexassets.com/arquivos/ids/180240-170-170?v=1765369512&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Pimienta blanca molida Pérgola 25 g. sin TACC </span>","$ 235,50",,,https://carrefourar.vtexassets.com/arquivos/ids/176136-170-170?v=1765364550&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas con fibra Schär 150 g. sin TACC </span>","$ 401,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176148-170-170?v=1765364787&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yogur bebible Yogurade vainilla sin azúcar 250 g. </span>","$ 302,00",,,https://carrefourar.vtexassets.com/arquivos/ids/186263-170-170?v=1765381680&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Fideos codito Wakas poroto chia 250 g. sin TACC </span>","$ 540,00",,,https://carrefourar.vtexassets.com/arquivos/ids/175237-170-170?v=1765376759&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla para muffins 123 LISTO espinaca y cereales 420 g. Sin TACC </span>","$ 530,40",,,https://carrefourar.vtexassets.com/arquivos/ids/180237-170-170?v=1765373609&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Mini cake Delician coco y dulce de leche 150 g. sin TACC </span>","$ 475,00",,,https://carrefourar.vtexassets.com/arquivos/ids/175059-170-170?v=1765378788&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas Doninas JuliCroc mix de semillas 200 g. sin TACC </span>","$ 507,00",,,https://carrefourar.vtexassets.com/arquivos/ids/175741-170-170?v=1765384132&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Molinillo Indo Deli pollitos sin sal 40 g. </span>","$ 964,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176158-170-170?v=1765374100&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida isotónica Carrefour blueberry cero azúcar 750 cc. </span>","$ 135,00",,,https://carrefourar.vtexassets.com/arquivos/ids/233102-170-170?v=1765374421&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Leche de coco light Sococo 500 cc. </span>","$ 1.477,50$ 1.970,00","$ 1.477,50c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/178405-170-170?v=1765355880&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Sopa de maíz familiar Teramo sin TACC 86 g. </span>","$ 624,00",,,https://carrefourar.vtexassets.com/arquivos/ids/275144-170-170?v=1765384909&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Chips de pan Delician 4 u. sin TACC </span>","$ 484,00",,,https://carrefourar.vtexassets.com/arquivos/ids/175084-170-170?v=1765378781&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochos de arroz Lulemuu salados 50 g. SIN TACC </span>","$ 113,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176759-170-170?v=1765377951&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Mix de frutos secos Zafrán almendras pasas 28 g. sin TACC </span>","$ 184,50",,,https://carrefourar.vtexassets.com/arquivos/ids/176945-170-170?v=1765356659&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Tostadas de arroz Lulemuu sin sal 120 g. sin TACC </span>","$ 147,00",,,https://carrefourar.vtexassets.com/arquivos/ids/183287-170-170?v=1765374432&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Barra de cereal Zafrán manzana chía 28 g. sin TACC </span>","$ 169,50",,,https://carrefourar.vtexassets.com/arquivos/ids/171272-170-170?v=1765373666&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla para galletas dulces Carrefour 225 g. sin TACC </span>","$ 527,31$ 567,00","$ 527,31c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/180036-170-170?v=1765349096&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Mix de frutos secos Zafrán almendras maní picante 28 g. sin TACC </span>","$ 184,50",,,https://carrefourar.vtexassets.com/arquivos/ids/176954-170-170?v=1765365193&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado Freddo sin TACC dulce de leche tentación 375 g. </span>","$ 952,00",,,https://carrefourar.vtexassets.com/arquivos/ids/177036-170-170?v=1765374118&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas Aglu chocolate 150 g. SIN TACC. </span>","$ 394,00",,,https://carrefourar.vtexassets.com/arquivos/ids/175919-170-170?v=1765382152&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida isotónica Carrefour manzana cero azúcar 750 cc. </span>","$ 135,00",,,https://carrefourar.vtexassets.com/arquivos/ids/233101-170-170?v=1765381247&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Tostadas dulces Carrefour 130 g. sin TACC </span>","$ 729,56$ 793,00","$ 729,56c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/183081-170-170?v=1765374093&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Mix Zafrán cajú arándanos curry 28 g. sin TACC </span>","$ 184,50",,,https://carrefourar.vtexassets.com/arquivos/ids/176948-170-170?v=1765380113&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas Aglu vainilla 500 g. SIN TACC </span>","$ 544,00",,,https://carrefourar.vtexassets.com/arquivos/ids/175922-170-170?v=1765384133&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida isotónica Carrefour naranja cero azúcar 750 cc. </span>","$ 135,00",,,https://carrefourar.vtexassets.com/arquivos/ids/233103-170-170?v=1765381246&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Durazno especial Huella Natural x kg. </span>","$ 780,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176861-170-170?v=1765385623&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida isotónica Carrefour frutas tropicales cero azúcar 750 cc. </span>","$ 135,00",,,https://carrefourar.vtexassets.com/arquivos/ids/233104-170-170?v=1765384309&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochos de arroz Lulemuu dulces 50 g. SIN TACC </span>","$ 113,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176757-170-170?v=1765373944&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Pan de mesa Carrefour semillas 200 g. sin TACC </span>","$ 481,16$ 523,00","$ 481,16c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/179769-170-170?v=1765384137&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado de leche de coco Haulani frutilla 500 cc. </span>","$ 1.040,00",,,https://carrefourar.vtexassets.com/arquivos/ids/177161-170-170?v=1765379571&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla para pastas Carrefour 200 g. sin TACC </span>","$ 480,24$ 522,00","$ 480,24c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/180192-170-170?v=1765101322&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Mix de frutos secos Zafrán salsa de soja 28 g. sin TACC </span>","$ 184,50",,,https://carrefourar.vtexassets.com/arquivos/ids/176951-170-170?v=1765364859&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado de leche de coco Haulani chocolate 440 g. </span>","$ 1.085,00",,,https://carrefourar.vtexassets.com/arquivos/ids/232660-170-170?v=1765377931&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Barritas cereal sin TACC surtidas Havanna x 6 uni </span>","$ 1.465,00",,,https://carrefourar.vtexassets.com/arquivos/ids/171255-170-170?v=1765355890&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Ñoquis Leofanti sin TACC espinaca veganos 250 g. </span>","$ 345,00",,,https://carrefourar.vtexassets.com/arquivos/ids/183853-170-170?v=1765374422&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Ñoquis Leofanti sin TACC calabaza veganos 250 g. </span>","$ 345,00",,,https://carrefourar.vtexassets.com/arquivos/ids/183858-170-170?v=1765374441&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Ñoquis Leofanti sin TACC remolacha veganos 250 g. </span>","$ 345,00",,,https://carrefourar.vtexassets.com/arquivos/ids/183893-170-170?v=1765374409&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Grisines Bammi sin sal 145 g. </span>","$ 371,00",,,https://carrefourar.vtexassets.com/arquivos/ids/183481-170-170?v=1765364239&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas Morixe mini sin sal 250 g. </span>","$ 191,60",,,https://carrefourar.vtexassets.com/arquivos/ids/196647-170-170?v=1765373818&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Sal Salusin dietética sin sodio caja 50 g. </span>","$ 354,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197060-170-170?v=1765370165&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Acondicionador eco rosa mosqueta Botik 300 cc. </span>","$ 1.575,00",,,https://carrefourar.vtexassets.com/arquivos/ids/201347-170-170?v=1765349683&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Acondicionador eco extra suave puro Botik 300 cc. </span>","$ 1.260,00",,,https://carrefourar.vtexassets.com/arquivos/ids/201263-170-170?v=1765374313&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Queso fundido Finlandia balance light pote 180 g. </span>","$ 484,00",,,https://carrefourar.vtexassets.com/arquivos/ids/275848-170-170?v=1765383900&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Queso fundido Finlandia balance pote 290 g. </span>","$ 724,00",,,https://carrefourar.vtexassets.com/arquivos/ids/275894-170-170?v=1765386314&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Miel Carrefour Bio orgánica 500 g. </span>","$ 935,10$ 1.039,00","$ 935,10c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/201557-170-170?v=1765383906&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Vino tinto Santa Julia malbec orgánico 750 cc. </span>","$ 880,00$ 1.320,00","$ 880,00c/u",3x2 Max 24 Unidades Combinable VINOS Y ESPUMANTES,https://carrefourar.vtexassets.com/arquivos/ids/300114-170-170?v=1765365707&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Porotos aduki Terrasana orgánicos bolsa 500 g. </span>","$ 696,00",,,https://carrefourar.vtexassets.com/arquivos/ids/177271-170-170?v=1765372490&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Porotos mung orgánicos Terrasana bolsa 500 g. </span>","$ 696,00",,,https://carrefourar.vtexassets.com/arquivos/ids/177267-170-170?v=1765372385&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Porotos colorados orgánicos Terrasana bolsa 500 g. </span>","$ 696,00",,,https://carrefourar.vtexassets.com/arquivos/ids/177264-170-170?v=1765384467&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Nueces orgánicas Terrasana 100 g. </span>","$ 791,25$ 1.055,00","$ 791,25c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/177018-170-170?v=1765378446&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Cerveza Patagonia sendero sur lata 6 uni x 473 cc. </span>","$ 1.875,00$ 2.500,00","$ 1.875,00c/u",25% off,https://carrefourar.vtexassets.com/arquivos/ids/191336-170-170?v=1765377812&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Crema facial Natural Puro vegetal caléndula manzanilla 60 g. </span>","$ 1.625,00",,,https://carrefourar.vtexassets.com/arquivos/ids/174477-170-170?v=1765263687&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Crema facial Natural Puro vegetal rosa mosqueta 60 g. </span>","$ 1.690,00",,,https://carrefourar.vtexassets.com/arquivos/ids/174559-170-170?v=1765373757&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Shampoo Natural Puro vegetal extra suave 300 cc. </span>","$ 1.725,00",,,https://carrefourar.vtexassets.com/arquivos/ids/184930-170-170?v=1765357685&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Shampoo Natural Puro vegetal caléndula manzanilla 300 cc. </span>","$ 1.725,00",,,https://carrefourar.vtexassets.com/arquivos/ids/184929-170-170?v=1765365195&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Balsamo labial Botik lavanda lemongrass 1 uni </span>","$ 815,00",,,https://carrefourar.vtexassets.com/arquivos/ids/174710-170-170?v=1765354231&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Balsamo labial Botik jengibre menta 1 uni </span>","$ 815,00",,,https://carrefourar.vtexassets.com/arquivos/ids/174720-170-170?v=1765370096&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Jabón de tocador Botik manzanilla 85 g. </span>","$ 854,00",,,https://carrefourar.vtexassets.com/arquivos/ids/178153-170-170?v=1765365054&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Jabón de tocador Botik rosa mosqueta 85 g. </span>","$ 823,00",,,https://carrefourar.vtexassets.com/arquivos/ids/178500-170-170?v=1765378628&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Jabón de tocador Botik romero tea tree 85 g. </span>","$ 823,00",,,https://carrefourar.vtexassets.com/arquivos/ids/178151-170-170?v=1765378632&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Jabón de tocador Botik lavanda melisa 85 g. </span>","$ 854,00",,,https://carrefourar.vtexassets.com/arquivos/ids/178149-170-170?v=1765378649&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Aceto balsámico orgánico Maelca botella 250 cc. </span>","$ 454,00",,,https://carrefourar.vtexassets.com/arquivos/ids/182034-170-170?v=1765373621&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Aceite de oliva Maelca organico 2 lt. </span>","$ 5.280,00",,,https://carrefourar.vtexassets.com/arquivos/ids/167083-170-170?v=1765374162&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Aceite de oliva Maelca organico botella 500 cc. </span>","$ 1.685,00",,,https://carrefourar.vtexassets.com/arquivos/ids/167081-170-170?v=1765371334&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Tomate desecado Terrasana orgánico bolsa 100 g. </span>","$ 1.150,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197317-170-170?v=1765380115&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Shampoo sólido neutro Boti-k 45 g. </span>","$ 1.075,00",,,https://carrefourar.vtexassets.com/arquivos/ids/198291-170-170?v=1765355981&width=170&height=170&aspect=true
