market,category,currency,descripcion_producto,precio_producto,precio_promocion,descripcion_promocion,imagen
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Miel cremosa Montecitos 300 g. </span>","$ 783,00",,,https://carrefourar.vtexassets.com/arquivos/ids/196495-170-170?v=1765384976&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Harina de trigo integral Dicomere orgánica paquete 1000 g. </span>","$ 452,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197064-170-170?v=1765374160&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Té verde orgánico doy pack 80 g. </span>","$ 694,00",,,https://carrefourar.vtexassets.com/arquivos/ids/257918-170-170?v=1765372785&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Té negro orgánico doy pack 80 g. </span>","$ 674,00",,,https://carrefourar.vtexassets.com/arquivos/ids/198638-170-170?v=1765369357&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Jugo orgánico manzana Las Brisas 330 cc. </span>","$ 448,00",,,https://carrefourar.vtexassets.com/arquivos/ids/271788-170-170?v=1765378632&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Jugo orgánico de arándano Las Brisas botella 330 cc. </span>","$ 484,00",,,https://carrefourar.vtexassets.com/arquivos/ids/271751-170-170?v=1765368269&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Jugo orgánico de naranja Las Brisas 330 cc. </span>","$ 461,00",,,https://carrefourar.vtexassets.com/arquivos/ids/271877-170-170?v=1765378642&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Jugo orgánico de arándano s azúcar Las Brisas bot 330 cc. </span>","$ 461,00",,,https://carrefourar.vtexassets.com/arquivos/ids/271840-170-170?v=1765355905&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Jugo orgánico de naranja s azúcar Las Brisas bot 330 cc. </span>","$ 461,00",,,https://carrefourar.vtexassets.com/arquivos/ids/271780-170-170?v=1765378645&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Jugo orgánico de manzana s azúcar Las Brisas bot 330 cc. </span>","$ 448,00",,,https://carrefourar.vtexassets.com/arquivos/ids/271741-170-170?v=1765378638&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Detox orgánico de nar zan man jen Las Brisas botella 330 cc. </span>","$ 407,00",,,https://carrefourar.vtexassets.com/arquivos/ids/271843-170-170?v=1765355911&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Detox orgánico nar per ara pep jen Las Brisas botella 330 cc. </span>","$ 407,00",,,https://carrefourar.vtexassets.com/arquivos/ids/271760-170-170?v=1765356422&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Chocolate orgánico Essentia nestle® 60 g. </span>","$ 698,40$ 900,00","$ 698,40- 22% Off",,https://carrefourar.vtexassets.com/arquivos/ids/247606-170-170?v=1765372105&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Chocolate orgánico Essentia nestle® con chips de cacao 60 g. </span>","$ 676,00$ 864,00","$ 676,00- 21% Off",,https://carrefourar.vtexassets.com/arquivos/ids/247608-170-170?v=1765372431&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida energizante Red Bull sugar free 250 cc. </span>","$ 308,00",,,https://carrefourar.vtexassets.com/arquivos/ids/277280-170-170?v=1765385254&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Dulce dietético Regional de la patagonia sauco 260 g. </span>","$ 1.050,00",,,https://carrefourar.vtexassets.com/arquivos/ids/179000-170-170?v=1765355022&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Dulce dietético Regional de la patagonia frambuesa 260 g. </span>","$ 1.304,00$ 1.630,00","$ 1.304,00- 20% Off",,https://carrefourar.vtexassets.com/arquivos/ids/179002-170-170?v=1765373947&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Mermelada de arandano Cuarto Creciente stevia 400 g. </span>","$ 800,00",,,https://carrefourar.vtexassets.com/arquivos/ids/179006-170-170?v=1765384012&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Dulce de leche Ser pote 300 g. </span>","$ 367,00",,,https://carrefourar.vtexassets.com/arquivos/ids/202474-170-170?v=1765374598&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida láctea La Serenísima ultra vainilla 900 cc. </span>","$ 337,80",,,https://carrefourar.vtexassets.com/arquivos/ids/275900-170-170?v=1765382191&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida láctea La Serenísima ultra frutilla 900 cc. </span>","$ 337,80",,,https://carrefourar.vtexassets.com/arquivos/ids/275904-170-170?v=1765382185&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida láctea La Serenísima ultra 0 grasa vainilla 900 cc. </span>","$ 337,80",,,https://carrefourar.vtexassets.com/arquivos/ids/275920-170-170?v=1765373926&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida láctea La Serenísima ultra 0 grasa frutilla 900 cc. </span>","$ 337,80",,,https://carrefourar.vtexassets.com/arquivos/ids/275905-170-170?v=1765383467&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida láctea La Serenísima uat vainilla 1000 cc. </span>","$ 428,00",,,https://carrefourar.vtexassets.com/arquivos/ids/275937-170-170?v=1765372894&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida láctea La Serenísima uat frutilla 1000 cc. </span>","$ 428,00",,,https://carrefourar.vtexassets.com/arquivos/ids/275921-170-170?v=1765374407&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida láctea La Serenísima uat 0 grasa vainilla 1000 cc. </span>","$ 428,00",,,https://carrefourar.vtexassets.com/arquivos/ids/275891-170-170?v=1765379568&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bebida láctea La Serenísima uat 0 grasa frutilla 1000 cc. </span>","$ 428,00",,,https://carrefourar.vtexassets.com/arquivos/ids/275916-170-170?v=1765383732&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Alimento veg. beb. La Serenísima almendra s azúcar 1000 cc. </span>","$ 336,60$ 561,00","$ 336,60c/u",2do al 80% Max 24 Unidades iguales ,https://carrefourar.vtexassets.com/arquivos/ids/274901-170-170?v=1765385517&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Dulce de arándano sin azúcar Masseube frasco 262 g. </span>","$ 870,00",,,https://carrefourar.vtexassets.com/arquivos/ids/198855-170-170?v=1765384979&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Dulce de mosqueta sin azúcar Masseube frasco 262 g. </span>","$ 870,00",,,https://carrefourar.vtexassets.com/arquivos/ids/198859-170-170?v=1765370286&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yogur descremado Familia Beaudroit natural deslactosado 160 g. </span>","$ 357,00",,,https://carrefourar.vtexassets.com/arquivos/ids/186784-170-170?v=1765372341&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yogur descremado Familia Beaudroit frutos rojos deslactosado 160 g. </span>","$ 343,00",,,https://carrefourar.vtexassets.com/arquivos/ids/186796-170-170?v=1765372519&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yogur big pot parcialmente descremado Ser natural 300 g. </span>","$ 431,00",,,https://carrefourar.vtexassets.com/arquivos/ids/307720-170-170?v=1765380530&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Leche descremada La Serenísima UAT proteinas 1 l. </span>","$ 390,00",,,https://carrefourar.vtexassets.com/arquivos/ids/196765-170-170?v=1765383179&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Leche parcialmente descremada uat zero lactosa La Serenísima 1 l. </span>","$ 359,00",,,https://carrefourar.vtexassets.com/arquivos/ids/204079-170-170?v=1765386335&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Leche multivitaminas 2% La Serenísima sachet 1 l. </span>","$ 300,00",,,https://carrefourar.vtexassets.com/arquivos/ids/269591-170-170?v=1765374381&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Leche multivitaminas 3% La Serenísima sachet 1 l. </span>","$ 300,00",,,https://carrefourar.vtexassets.com/arquivos/ids/269590-170-170?v=1765385907&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Queso La Serenísima cremón light pote 280 g. </span>","$ 464,80",,,https://carrefourar.vtexassets.com/arquivos/ids/275884-170-170?v=1765384454&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Queso cremón La Serenísima original pote 280 g. </span>","$ 464,80",,,https://carrefourar.vtexassets.com/arquivos/ids/275912-170-170?v=1765379174&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Leche entera La Serenísima uat fortificada 3% tetra 200 cc. </span>","$ 187,00",,,https://carrefourar.vtexassets.com/arquivos/ids/228148-170-170?v=1765385896&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla sin TACC panadería repostería Kapac 500 g. </span>","$ 457,00",,,https://carrefourar.vtexassets.com/arquivos/ids/202121-170-170?v=1765373870&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochuelo sin TACC chocolate Kapac 500 g. </span>","$ 745,00",,,https://carrefourar.vtexassets.com/arquivos/ids/202120-170-170?v=1765364036&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochuelo Kapac sin TACC vainilla caja 500 g. </span>","$ 713,00",,,https://carrefourar.vtexassets.com/arquivos/ids/232022-170-170?v=1765364287&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Fideos fusilli Pasta D´oro sin TACC 500 g. </span>","$ 700,00",,,https://carrefourar.vtexassets.com/arquivos/ids/227928-170-170?v=1765373696&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochos de arroz salados Gallo sin TACC 100 g. </span>","$ 274,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176781-170-170?v=1765384979&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochos de arroz dulce Gallo Snacks bolsa sin TACC 50 g. </span>","$ 177,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176775-170-170?v=1765382763&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Chips de batata sin TACC Nuestros Sabores yukitas 70 g. </span>","$ 198,00",,,https://carrefourar.vtexassets.com/arquivos/ids/179489-170-170?v=1765386285&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochos de arroz dulce Gallo tortitas negras sin TACC 50 g. </span>","$ 172,50",,,https://carrefourar.vtexassets.com/arquivos/ids/176782-170-170?v=1765378273&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Alfajor de arroz Chococrunch dulce de leche sin TACC 20 g. </span>","$ 110,50",,,https://carrefourar.vtexassets.com/arquivos/ids/253928-170-170?v=1765385575&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Tostadas de arroz Carrefour aireadas sin TACC 110 g. </span>","$ 141,36$ 152,00","$ 141,36c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/183075-170-170?v=1765386304&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Fideos spaghetti Barilla gluten free 400 g. sin TACC </span>","$ 2.405,00",,,https://carrefourar.vtexassets.com/arquivos/ids/202923-170-170?v=1765384728&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Fideos penne rigate Barilla sin TACC 400 g. </span>","$ 2.225,00",,,https://carrefourar.vtexassets.com/arquivos/ids/202924-170-170?v=1765373617&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Alfajor de arroz Vauquita mousse limón sin TACC 28 g. </span>","$ 134,00",,,https://carrefourar.vtexassets.com/arquivos/ids/194205-170-170?v=1765370719&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Pepas sin TACC con membrillo Smams paquete 150 g. </span>","$ 233,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176068-170-170?v=1765384889&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Daditos de arroz rellenos Lulemuu frutilla sin TACC 120 g. </span>","$ 206,00",,,https://carrefourar.vtexassets.com/arquivos/ids/172762-170-170?v=1765384134&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Daditos de arroz rellenos Lulemuu mani sin TACC 120 g. </span>","$ 206,00",,,https://carrefourar.vtexassets.com/arquivos/ids/172763-170-170?v=1765384974&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Cubanito Lulemuu sin TACC relleno de avellana repop 15 g. </span>","$ 94,50",,,https://carrefourar.vtexassets.com/arquivos/ids/204779-170-170?v=1765382871&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Oblea Lulemuu rellena de mani chorqui sin TACC 20 g. </span>","$ 77,40",,,https://carrefourar.vtexassets.com/arquivos/ids/171276-170-170?v=1765381536&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Oblea de chocolate Lulemuu sin TACC 15 g. </span>","$ 86,90",,,https://carrefourar.vtexassets.com/arquivos/ids/172301-170-170?v=1765377658&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Cubanitos de arroz Repop mani sin TACC 18 g. </span>","$ 94,50",,,https://carrefourar.vtexassets.com/arquivos/ids/172303-170-170?v=1765374317&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas de arroz Gallo queso sin TACC 100 g. </span>","$ 298,00",,,https://carrefourar.vtexassets.com/arquivos/ids/176789-170-170?v=1765377981&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Tostadas de arroz Criollitas sin TACC 110 g. </span>","$ 339,90",,,https://carrefourar.vtexassets.com/arquivos/ids/182980-170-170?v=1765386009&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Mini merengue La Amistad de colores 100 grs. </span>","$ 124,88$ 166,50","$ 124,88c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/182918-170-170?v=1765384975&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Merengue La Amistad mediano color 100 grs. </span>","$ 120,38$ 160,50","$ 120,38c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/182911-170-170?v=1765374168&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Galletitas Vai colegial smams sin TACC 150 g. </span>","$ 213,50",,,https://carrefourar.vtexassets.com/arquivos/ids/176071-170-170?v=1765377641&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Postre Carrefour a base de pasta de maní barra sin TACC 30 g. </span>","$ 54,60$ 60,00","$ 54,60c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/233282-170-170?v=1765382510&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Manteca Ghee cows clarificada sin TACC 300 g. </span>","$ 787,50$ 1.050,00","$ 787,50c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/179371-170-170?v=1765381641&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Ravioles Leofanti s TACC calabaza con queso al huevo 360 g. </span>","$ 709,00",,,https://carrefourar.vtexassets.com/arquivos/ids/183898-170-170?v=1765374366&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Barrita de arroz Lulemuu bañada limon sin TACC 12 g. </span>","$ 59,47$ 79,30","$ 59,47c/u",2do al 50% combinable LULEMUU,https://carrefourar.vtexassets.com/arquivos/ids/193792-170-170?v=1765370630&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Sorrentinos Leofanti s TACC jamon muzzarella al huevo 360 g. </span>","$ 802,00",,,https://carrefourar.vtexassets.com/arquivos/ids/183875-170-170?v=1765374403&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Ravioles Leofanti s TACC jamon muzzarella al huevo 360 g. </span>","$ 709,00",,,https://carrefourar.vtexassets.com/arquivos/ids/183867-170-170?v=1765374443&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla Maizena brownies sin tacc 500 g </span>","$ 469,00",,,https://carrefourar.vtexassets.com/arquivos/ids/219316-170-170?v=1765384134&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Premezcla Maizena bizcochuelo de chocolate sin tacc 500 g </span>","$ 447,00",,,https://carrefourar.vtexassets.com/arquivos/ids/218849-170-170?v=1765373746&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yogur natural Beaudroit sin azúcar sin TACC 400 g. </span>","$ 567,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197372-170-170?v=1765377895&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yogur natural Beaudroit sin azúcar sin TACC 160 g. </span>","$ 357,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197371-170-170?v=1765374317&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochuelo Exquisita vainilla sin TACC 450 g. </span>","$ 578,00",,,https://carrefourar.vtexassets.com/arquivos/ids/206361-170-170?v=1765386605&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochuelo Exquisita chocolate sin TACC 450 g. </span>","$ 636,00",,,https://carrefourar.vtexassets.com/arquivos/ids/206362-170-170?v=1765373565&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Harina de almendras Dicomere doy pack sin TACC 200 g. </span>","$ 1.660,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197061-170-170?v=1765380647&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Fideos mix penne rigate Matarazzo sin TACC 500 g. </span>","$ 400,00",,,https://carrefourar.vtexassets.com/arquivos/ids/198324-170-170?v=1765382716&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Alfajor Donn arroz marroc sin TACC pack x 3 uni </span>","$ 305,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197189-170-170?v=1765376794&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Dulce de arándano Masseube frasco sin TACC 352 g. </span>","$ 1.075,00",,,https://carrefourar.vtexassets.com/arquivos/ids/198861-170-170?v=1765384978&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochuelo de chocolate Torta En Taza fp sin TACC 70 g. </span>","$ 109,50$ 146,00","$ 109,50c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/198623-170-170?v=1765382943&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochuelo de limón y yogur Torta En Taza fp sin TACC 70 g. </span>","$ 104,25$ 139,00","$ 104,25c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/198622-170-170?v=1765384609&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Bizcochuelo de vainilla Torta En Taza fp sin TACC 70 g. </span>","$ 109,50$ 146,00","$ 109,50c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/198621-170-170?v=1765373884&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Barra de arroz Crowie marroc pack sin TACC12 g. x 3 un. </span>","$ 234,00",,,https://carrefourar.vtexassets.com/arquivos/ids/200613-170-170?v=1765386700&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yerba mate sabor naranja Carrefour sin TACC 500 g. </span>","$ 348,87$ 401,00","$ 348,87c/u",Mi CRF 13%,https://carrefourar.vtexassets.com/arquivos/ids/233299-170-170?v=1765380826&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yerba mate con palo Carrefour sin TACC 500 g. </span>","$ 297,57$ 327,00","$ 297,57c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/233300-170-170?v=1765386487&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yerba mate con palo Carrefour sin TACC 1 kg. </span>","$ 553,28$ 608,00","$ 553,28c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/233301-170-170?v=1765386311&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yerba mate sabor a menta Carrefour sin TACC 500 g. </span>","$ 348,87$ 401,00","$ 348,87c/u",Mi CRF 13%,https://carrefourar.vtexassets.com/arquivos/ids/233302-170-170?v=1765383347&width=170&height=170&aspect=true
