market,category,currency,marca,descripcion,promocion,precio_producto,precio_promocion,precio_kilo
Dia,almacen,ARG,CASERITA,Harina Leudante Caserita 1 Kg. ,,"$ 228,55",,228.55KG
Dia,almacen,ARG,LUCCHETTI,Premezcla Lucchetti Chipa 400 Gr. ,,"$ 594,12",,1485.30KG
Dia,almacen,ARG,BLANCAFLOR,Premezcla Blancaflor para Pizza 400 Gr. ,,"$ 335,49",,838.73KG
Dia,almacen,ARG,LUCCHETTI,Premezcla Lucchetti Pizza 850 Gr. ,,"$ 498,40",,586.35KG
Dia,almacen,ARG,BLANCAFLOR,Harina 0000 Blancaflor 1 Kg. ,,"$ 223,96",,223.96KG
Dia,almacen,ARG,LUCCHETTI,Sémola Vitina Clásica Lucchetti Nutri-Vit Plus 500 Gr. ,,"$ 425,00",,850.00KG
Dia,almacen,ARG,FAVORITA,Harina 0000 Favorita Vitazinc 1 Kg. ,,"$ 218,30",,218.30KG
Dia,almacen,ARG,LUCCHETTI,Premezcla para Torta Frita Lucchetti 500 Gr. ,,"$ 278,64",,557.28KG
Dia,almacen,ARG,MAMA COCINA,Premezcla para Ñoquis de Papa Mamá Cocina Plus 400 Gr. ,,"$ 351,80",,879.50KG
Dia,almacen,ARG,SIN MARCA,Budin Vainilla con Dulce de Leche 250 Gr. ,16%,"$ 379,00","$ 450,00",735.20KG
Dia,almacen,ARG,MAMA COCINA,Pan Rallado Mamá Cocina 1 Kg ,,"$ 252,80",,252.80KG
Dia,almacen,ARG,FARGO,Pan Blanco Lactal 550 Gr. ,,"$ 487,40",,886.18KG
Dia,almacen,ARG,CAÑUELAS,Pan Rallado Cañuelas 1 Kg. ,,"$ 196,10",,196.10KG
Dia,almacen,ARG,BIMBO,Pan Integral Bimbo 400 Gr. ,,"$ 525,40",,1313.50KG
Dia,almacen,ARG,MOLINOS ALA,Tostaditas Molinos Ala Garbanzos 50 Gr. ,2 x $250,"$ 154,00",,3080.00KG
Dia,almacen,ARG,MAMA COCINA,Pan Rallado Mamá Cocina Ajo y Perejil 500 Gr. ,,"$ 271,30",,542.60KG
Dia,almacen,ARG,BINFINIT,Pan de Molde Binfinit Con Semillas Sin Gluten y Sin Lactosa 200 Gr. ,,"$ 638,00",,3190.00KG
Dia,almacen,ARG,RONDA,Triangulo Hojaldre Redonda 150 Gr. ,2 x $340,"$ 215,00",,1433.33KG
Dia,almacen,ARG,MORIXE,Pan Rallado Morixe 1 Kg. ,,"$ 338,00",,338.00KG
Dia,almacen,ARG,BINFINIT,Pan Campero BinFinit Sin Gluten y Sin Lactosa 190 Gr. ,,"$ 649,00",,3415.79KG
Dia,almacen,ARG,BINFINIT,Pan de Pancho Binifit Sin Gluten y Sin Lactosa 150 Gr. ,,"$ 564,00",,3760.00KG
Dia,almacen,ARG,REY ORO,Pan de Molde Rey Oro Salvado 500 Gr. ,14%,"$ 439,00","$ 509,81",878.00KG
Dia,almacen,ARG,MAMA COCINA,Rebozador para Horno Mamá Cocina 1 Kg. ,,"$ 471,40",,471.40KG
Dia,almacen,ARG,TIA MARUCA,Madalena Tia Maruca Rellena Dulce de Leche 180 Gr. ,,"$ 262,08",,1456.00KG
Dia,almacen,ARG,REY ORO,Pan de Molde Rey Oro Blanco 480 Gr. ,12%,"$ 429,00","$ 488,00",1016.67KG
Dia,almacen,ARG,9 DE ORO,Mini Madalenas 9 de Oro Chocolate 140 Gr. ,,"$ 129,00",,921.43KG
Dia,almacen,ARG,MAMA COCINA,Pan Rallado Mamá Cocina 500 Gr. ,,"$ 191,90",,383.80KG
Dia,almacen,ARG,DIA,Pionono Dia 150 Gr. ,,"$ 289,10",,1927.33KG
Dia,almacen,ARG,SIN MARCA,Budín Marmolado 220 Gr ,,"$ 165,20",,750.91KG
Dia,almacen,ARG,BINFINIT,Pan de Hamburguesa Sin Tacc Binfinit con Sésamo 120 Gr. ,,"$ 538,00",,4483.33KG
Dia,almacen,ARG,DIA,Pionono DIA Salado 150 Gr. ,,"$ 289,10",,1927.33KG
Dia,almacen,ARG,SIN MARCA,Budín de Vainilla 220 Gr. ,,"$ 165,20",,750.91KG
Dia,almacen,ARG,DIA,Rebozador DIA Condimentado 500 Gr ,,"$ 244,50",,489.00KG
Dia,almacen,ARG,SIN MARCA,Budín Chocolate 250 Gr. ,,"$ 165,20",,750.91KG
Dia,almacen,ARG,DIA,Budin DIA Marmolado 250 Gr. ,,"$ 396,60",,1586.40KG
Dia,almacen,ARG,SMAMS,Budín Smams Vainilla 250 Gr. ,,"$ 599,00",,2995.00KG
Dia,almacen,ARG,SIN MARCA,Pan Dulce Deubel con Almendras 650 Gr. ,,"$ 1.258,00",,1935.38KG
Dia,almacen,ARG,9 DE ORO,Budín 9 de Oro Marmolado 170 Gr. ,,"$ 245,34",,1443.18KG
Dia,almacen,ARG,TOSTI,Talitas Tosti Semillas 100 Gr. ,16%,"$ 185,00","$ 219,00",1850.00KG
Dia,almacen,ARG,CUQUETS,Pan Dulce Cuquets con Frutas 400 Gr. ,,"$ 565,70",,1414.25KG
Dia,almacen,ARG,DULCE MAMA,Magdalenas Dulce Mamá Vainilla con Dulce de Leche 200 Gr. ,9%,"$ 299,00","$ 329,00",925.00KG
Dia,almacen,ARG,CUQUETS,Pan Dulce Cuquets con Chips de Chocolate 400 Gr. ,,"$ 645,00",,645.00UD
Dia,almacen,ARG,CUQUETS,Budin Cuquets Vainilla con Chips de Chocolate 170 Gr. ,,"$ 198,40",,1167.06KG
Dia,almacen,ARG,TOSTI,Talitas Tosti Clásicas 100 Gr. ,16%,"$ 185,00","$ 219,00",1850.00KG
Dia,almacen,ARG,DIA,Budín DIA con Frutas 250 Gr. ,,"$ 384,30",,1537.20KG
Dia,almacen,ARG,DIA,Pan Dulce DIA Sin Frutas 500 Gr. ,,"$ 758,40",,1516.80KG
Dia,almacen,ARG,CUQUETS,Budin Cuquets Vainilla 170 Gr. ,,"$ 198,40",,1167.06KG
Dia,almacen,ARG,SIN MARCA,Mini Budin Vainilla con Dulce de Leche 40 Gr. ,,"$ 79,40",,1764.44KG
Dia,almacen,ARG,DULCE MAMA,Magdalenas Dulce Mamá Vainilla 200 Gr. ,9%,"$ 299,00","$ 329,00",1495.00KG
Dia,almacen,ARG,DIA,Pan Rallado DIA 500 Gr. ,10%,"$ 159,00","$ 176,96",318.00KG
Dia,almacen,ARG,CAÑON,Sandwiches de miga Triple Jamón y queso Cañon 120 Gr. x3 Un. ,3%,"$ 612,00","$ 632,00",916.67KG
Dia,almacen,ARG,FARGO,Pan de Hamburguesa Fargo Con Sesamo 210 Gr. ,,"$ 230,00",,1095.24KG
Dia,almacen,ARG,MANIERI,Tostadas Saladas Manieri 200 Gr. ,,"$ 218,40",,1092.00KG
Dia,almacen,ARG,9 DE ORO,Budín 9 de Oro Vainilla 170 Gr. ,,"$ 260,00",,1529.41KG
Dia,almacen,ARG,REY ORO,Pan de Hamburguesa Rey Oro Brioche 300 Gr. 4 Un. ,,"$ 351,00",,1170.00KG
Dia,almacen,ARG,PANEX,Macarrón 4 Un. ,,"$ 850,95",,8509.50KG
Dia,almacen,ARG,REY ORO,Pan de Viena Rey Oro con Papa y Queso 300 Gr. 4 Un. ,,"$ 456,00",,1425.00KG
Dia,almacen,ARG,DIA,Pizzeta Tradicional Dia 230 Gr. ,,"$ 279,70",,1216.09KG
Dia,almacen,ARG,DELIPAN,Pan de molde Delipan Blanco lacteado 600 Gr. ,,"$ 531,00",,885.00KG
Dia,almacen,ARG,REY ORO,Pan Molde Rey Oro Multicereal 675 Gr. ,,"$ 722,00",,1069.63KG
Dia,almacen,ARG,SMAMS,Pan Dulce Smams con Chips de Chocolate 500 Gr. ,,"$ 1.399,00",,2798.00KG
Dia,almacen,ARG,DIA,Pizzeta Jamón Cebolla Dia 240 Gr. ,,"$ 279,70",,1165.42KG
Dia,almacen,ARG,NOLY,Pan Lacteado Noly Grande 600 Gr. ,,"$ 626,00",,1043.33KG
Dia,almacen,ARG,DIA,Madalenas DIA con Dulce de Leche 180 Gr. ,,"$ 262,37",,1457.61KG
Dia,almacen,ARG,EL CHACARERO,Pan de molde Salvado El Chacarero 600 Gr. ,,"$ 472,00",,786.67KG
Dia,almacen,ARG,DIA,Pizzeta Integral Dia 230 Gr. ,,"$ 279,70",,1216.09KG
Dia,almacen,ARG,TOSTI,Grisines Tosti sabor Pizza 100 Gr. ,,"$ 189,00",,1890.00KG
Dia,almacen,ARG,DELIPAN,Pan de molde Delipan Salvado 600 Gr. ,,"$ 565,00",,941.67KG
Dia,almacen,ARG,NOLY,Pan de Salvado Noly Diet Grande 600 Gr. ,,"$ 649,00",,1081.67KG
Dia,almacen,ARG,SIN MARCA,Pan de Hamburguesa 240 Gr. ,,"$ 236,31",,984.63KG
Dia,almacen,ARG,DIA,Tostadas Light DIA Gruesas 200 Gr. ,,"$ 270,31",,1351.55KG
Dia,almacen,ARG,MENDIA,Pan de Hamburguesa Mendia 210 Gr. ,,"$ 258,00",,1228.57KG
Dia,almacen,ARG,9 DE ORO,Madalenas Vainilla 9 de Oro con Dulce de Leche 230 Gr. ,,"$ 402,57",,1750.30KG
Dia,almacen,ARG,MENDIA,Pan de Pancho Mendia 210 Gr. ,,"$ 258,00",,1228.57KG
Dia,almacen,ARG,DIA,Magdalenas DIA con Chips 180 Gr. ,,"$ 262,37",,1457.61KG
Dia,almacen,ARG,MENDIA,Pan Lactal Familiar Mendia 600 Gr. ,,"$ 632,00",,1053.33KG
Dia,almacen,ARG,DIA,Pan de molde Blanco DIA 640 Gr. ,,"$ 399,00",,623.44KG
Dia,almacen,ARG,HOJALMAR,Talitas Hojalmar Clásicas 120 Gr. ,,"$ 235,30",,2353.00KG
Dia,almacen,ARG,BIMBO,Pan de molde Blanco Bimbo Artesano 500 Gr. ,,"$ 802,00",,1604.00KG
Dia,almacen,ARG,TOSTI,Tostadas Tosti Finas Clásicas 140 Gr. ,,"$ 265,00",,1892.86KG
Dia,almacen,ARG,REY ORO,Pan de Viena Rey Oro con Papa 300 Gr. 4 Un. ,,"$ 425,00",,1416.67KG
Dia,almacen,ARG,TOSTI,Grisines Tosti con Semillas de Lino 100 Gr. ,,"$ 215,00",,2150.00KG
Dia,almacen,ARG,SIN MARCA,Flautita 80 Gr. ,,"$ 68,16",,655.56KG
Dia,almacen,ARG,LACTAL,Pan de molde Salvado Lactal 350 Gr. ,,"$ 397,00",,1134.29KG
Dia,almacen,ARG,LACTAL,Pan de molde Blanco Lactal 335 Gr. ,,"$ 348,00",,1038.81KG
Dia,almacen,ARG,REY ORO,Pan de Viena Rey Oro con Papa Semillas de Sésamo 300 Gr. 4 Un. ,,"$ 442,00",,1473.33KG
Dia,almacen,ARG,MENDIA,Pan de Salvado Mendia 600 Gr. ,,"$ 655,00",,1091.67KG
Dia,almacen,ARG,HOJALMAR,Talitas Hojalmar Jamón 100 Gr. ,,"$ 235,30",,2353.00KG
Dia,almacen,ARG,DIA,Pan de molde Salvado DIA 600 Gr. ,,"$ 548,00",,913.33KG
Dia,almacen,ARG,9 DE ORO,Mini Magdalenas 9 de Oro Vainilla 140 Gr. ,,"$ 134,77",,962.64KG
Dia,almacen,ARG,HOJALMAR,Talitas Hojalmar Queso 100 Gr. ,,"$ 235,30",,2353.00KG
Dia,almacen,ARG,MOLINOS ALA,Tostaditas Molinos Ala Arveja 50 Gr. ,,"$ 155,11",,3102.20KG
Dia,almacen,ARG,MENDIA,Pan Multicereal Mendia 600 Gr. ,,"$ 666,00",,1110.00KG
Dia,almacen,ARG,LA AMISTAD,Mini Merengues La Amistad Celeste y Blanco 100 Gr. ,,"$ 158,69",,1586.90KG
Dia,almacen,ARG,ROSA BLANCA,Rebozado tipo Panko Rosa Blanca 500 Gr. ,,"$ 631,32",,1262.64KG
Dia,almacen,ARG,CEREALITAS,Tostadas de Arroz Cerealitas 160 Gr. ,,"$ 248,40",,1552.50KG
Dia,almacen,ARG,SIN MARCA,Pan para Pancho 240 Gr. ,,"$ 240,71",,1002.96KG
Dia,almacen,ARG,BIMBO,Pan de Hamburguesa Bimbo Artesano 240 Gr. ,,"$ 427,00",,1779.17KG
Dia,almacen,ARG,DIA,Madalenas DIA con Vainilla 200 Gr. ,,"$ 262,37",,1311.85KG
Dia,almacen,ARG,9 DE ORO,Budin Marmolado 9 de Oro 220 Gr. ,,"$ 229,00",,1040.91KG
Dia,almacen,ARG,DIA,Madalenas DIA con Marmoladas 200 Gr. ,,"$ 262,37",,1311.85KG
Dia,almacen,ARG,PUREZA,Pan Rallado Pureza Integral 350 Gr. ,,"$ 181,29",,517.97KG
Dia,almacen,ARG,BAUDUCCO,Mini Panettone Bauducco Con Chocolate 100 Gr. ,,"$ 270,00",,2700.00KG
Dia,almacen,ARG,LA PERLA,Pan de Hamburguesa La Perla 230 Gr. ,,"$ 265,00",,1152.17KG
Dia,almacen,ARG,BIMBO,Rapiditas Bimbo Integrales 10 Un. ,,"$ 426,00",,1607.55KG
Dia,almacen,ARG,CASA VEGANA,Budín Casa Vegana Carrot Cake 500 Gr. ,,"$ 851,00",,1702.00KG
Dia,almacen,ARG,SIN MARCA,Pan de Molde Salvado 360 Gr. ,,"$ 371,69",,1032.47KG
Dia,almacen,ARG,NOLY,Pan de Molde Moly Salvado 315 Gr. ,,"$ 329,00",,1044.44KG
Dia,almacen,ARG,CASA VEGANA,Budín Casa Vegana Cacao Amargo 500 Gr. ,,"$ 824,00",,1648.00KG
Dia,almacen,ARG,FARGO,Pan Mix Cereal Fargo 400 Gr. ,,"$ 634,00",,1811.43KG
Dia,almacen,ARG,DIA,Tostadas de mesa DIA 200 Gr. ,,"$ 286,06",,1430.30KG
Dia,almacen,ARG,SIN MARCA,Pan de Molde con Semillas 600 Gr. ,,"$ 536,77",,909.78KG
Dia,almacen,ARG,LUCCHETTI,Fajitas Lucchetti 280 Gr. ,,"$ 318,00",,1135.71KG
Dia,almacen,ARG,LA PERLA,Pan de Pancho La Perla 230 Gr. ,,"$ 265,00",,1261.90KG
Dia,almacen,ARG,J&C,Alfajores J&C con Extra Dulce de Leche 145 Gr. ,,"$ 281,54",,1941.66KG
Dia,almacen,ARG,CAÑON,Medialunas Cañón con Jamón y Queso 2 Un. ,,"$ 612,00",,5100.00KG
Dia,almacen,ARG,LA AMISTAD,Mini Merengues La Amistad Blancos 100 Gr. ,,"$ 207,68",,2076.80KG
Dia,almacen,ARG,LACTAL,Pan de molde Blanco Lactal 500 Gr. ,,"$ 447,00",,894.00KG
Dia,almacen,ARG,LA AMISTAD,Merengues La Amistad Colores Mediano 100 Gr. ,,"$ 190,64",,1906.40KG
Dia,almacen,ARG,LA AMISTAD,Tapa Confitera La Amistad 135 Gr. ,,"$ 318,44",,2358.81KG
Dia,almacen,ARG,NOLY,Pan de Molde Blanco Moly Liviano 315 Gr. ,,"$ 310,00",,984.13KG
Dia,almacen,ARG,DELIPAN,Pan de molde Delipan Salvado 380 Gr. ,,"$ 410,00",,1078.95KG
Dia,almacen,ARG,TIA MARUCA,Tostadas de Arroz Tia Maruca 120 Gr. ,,"$ 112,28",,935.67KG
Dia,almacen,ARG,SIN MARCA,DONUT RELLENA X UNIDAD ,,"$ 201,29",,201.29UD
Dia,almacen,ARG,SIN MARCA,Pudding Deubel Relleno de Dulce de Leche 310 Gr. ,,"$ 604,20",,1949.03KG
Dia,almacen,ARG,SIN MARCA,Pan de Molde Doble Integral 570 Gr. ,,"$ 570,44",,1037.16KG
Dia,almacen,ARG,DELIPAN,Pan de molde Delipan Blanco lacteado 380 Gr. ,,"$ 382,00",,1005.26KG
Dia,almacen,ARG,SIN MARCA,Pudding Deubel Chocolote con chips 300 Gr. ,,"$ 604,20",,2014.00KG
Dia,almacen,ARG,SIN MARCA,Pudding Deubel con frutos secos 320 Gr. ,,"$ 604,20",,1888.13KG
Dia,almacen,ARG,DELIPAN,Pan de molde Delipan Multisemillas 380 Gr. ,,"$ 454,00",,1194.74KG
Dia,almacen,ARG,NOLY,PAN SALVADO CON SEMILLAS NOLY 360GR ,,"$ 472,00",,1311.11KG
Dia,almacen,ARG,SIN MARCA,Pan Dulce Deubel sin frutas 300 Gr. ,,"$ 314,00",,1046.67KG
Dia,almacen,ARG,SIN MARCA,Pan para Pancho 390 Gr. ,,"$ 295,66",,758.10KG
Dia,almacen,ARG,BIMBO,Pan de molde Blanco Bimbo 550 Gr. ,,"$ 638,00",,1160.00KG
Dia,almacen,ARG,J&C,Alfajores J&C Chocolate 145 Gr. ,,"$ 331,24",,2284.41KG
Dia,almacen,ARG,SIN MARCA,Pan de Hamburguesa Virgen del Valle tipo viena 4 Un. ,,"$ 230,81",,57.70UD
Dia,almacen,ARG,GAONA,Rosca de Pascuas Gaona 400 Gr ,,"$ 699,00",,1747.50KG
Dia,almacen,ARG,LA PERLA,Pan de Molde La Perla Blanco 540 Gr. ,,"$ 510,00",,944.44KG
Dia,almacen,ARG,DULCE MAMA,Budín Dulce Mamá Vainilla 170 Gr. ,,"$ 222,59",,1309.35KG
Dia,almacen,ARG,FARGO,Pan de Salvado Fargo 350 Gr. ,,"$ 431,00",,1231.43KG
Dia,almacen,ARG,BIMBO,Rapiditas Light Bimbo Clásicas 10 Un. ,,"$ 426,00",,1549.09KG
Dia,almacen,ARG,SIN MARCA,Pan Flauta x Un. ,,"$ 66,03",,776.82KG
Dia,almacen,ARG,SIN MARCA,Pan de molde Campesino Mediano Integral x Un. ,,"$ 272,65",,272.65UD
Dia,almacen,ARG,SIN MARCA,Pan de Dulce de Leche x Un ,,"$ 74,00",,86.83UD
Dia,almacen,ARG,LA PERLA,Pan de Molde La Perla con Salvado 650 Gr. ,,"$ 617,00",,949.23KG
Dia,almacen,ARG,RIERA,Tostadas de Mesa Riera 200 Gr. ,,"$ 278,74",,1393.70KG
Dia,almacen,ARG,SIN MARCA,Bizcocho Cuadrado x Un ,,"$ 24,18",,24.18UD
Dia,almacen,ARG,LA PERLA,Pan de Molde La Perla Blanco 315 Gr. ,,"$ 322,00",,1022.22KG
Dia,almacen,ARG,SIN MARCA,Vigilante Gigante x Un. ,,"$ 74,00",,74.00UD
Dia,almacen,ARG,BIMBO,Rapiditas Bimbo Clásicas 10 Un. ,,"$ 437,00",,1589.09KG
Dia,almacen,ARG,SIN MARCA,Talitas de Queso 120 Gr. ,,"$ 226,85",,1890.42KG
Dia,almacen,ARG,DIA,Pan de molde Salvado DIA 360 Gr. ,,"$ 342,00",,950.00KG
Dia,almacen,ARG,SIN MARCA,Pan de molde Blanco Artesanal 530 Gr. ,,"$ 482,51",,910.40KG
Dia,almacen,ARG,LA PERLA,Pan de Molde La Perla Multisemillado 360 Gr. ,,"$ 442,00",,1227.78KG
Dia,almacen,ARG,RIERA,Tostadas Equilibrio Light Riera 200 Gr. ,,"$ 308,05",,1540.25KG
Dia,almacen,ARG,PREFERIDO,Rebozador Preferido 1 Kg. ,,"$ 405,80",,0.41KG
Dia,almacen,ARG,LA PERLA,Pan de Molde La Perla con Salvado 360 Gr. ,,"$ 364,00",,1011.11KG
Dia,almacen,ARG,SIN MARCA,Medialuna de Manteca x Un. ,,"$ 74,00",,74.00UD
Dia,almacen,ARG,SIN MARCA,Pan Dulce Deubel con Frutas 400 Gr. ,,"$ 420,00",,1050.00KG
Dia,almacen,ARG,SIN MARCA,Alfajores de Maicena 6 Un. ,,"$ 313,30",,4820.00KG
Dia,almacen,ARG,PREFERIDO,Pan Rallado Preferido mas fibra 500 Gr. ,,"$ 227,90",,455.80KG
Dia,almacen,ARG,DULCE MAMA,Budín Dulce Mamá Marmolado 170 Gr. ,,"$ 200,00",,1176.47KG
Dia,almacen,ARG,SIN MARCA,Pan Dulce Deubel con Chocolate 350 Gr. ,,"$ 420,00",,1200.00KG
Dia,almacen,ARG,DIA,Pan de molde Doble Integral DIA 540 Gr. ,,"$ 644,00",,1192.59KG
Dia,almacen,ARG,SIN MARCA,PAN MIGÑON 250GR ,,"$ 149,00",,596.00KG
Dia,almacen,ARG,SIN MARCA,Galletitas con Semillas ,,"$ 269,00",,1793.33KG
Dia,almacen,ARG,DIA,Tostaditas Light DIA 140 Gr. ,,"$ 299,22",,2137.29KG
Dia,almacen,ARG,BIMBO,Pan de Panchos Bimbo Artesano 6 Un. ,,"$ 427,00",,1779.17KG
Dia,almacen,ARG,RIERA,Tostadas Dulces Riera 200 Gr. ,,"$ 278,74",,1393.70KG
Dia,almacen,ARG,SIN MARCA,Palmeritas 90 Gr ,,"$ 215,70",,2396.67KG
Dia,almacen,ARG,SIN MARCA,Talitas Clásicas 120 Gr. ,,"$ 226,85",,1890.42KG
Dia,almacen,ARG,SIN MARCA,FACTURAS SURTIDAS 6UD ,,"$ 437,72",,72.95UD
Dia,almacen,ARG,DIA,Pan de Pancho Dia 210 Gr. ,,"$ 295,00",,1404.76KG
Dia,almacen,ARG,DIA,Pan de Hamburguesa DIA 4 Un. 210 Gr. ,,"$ 271,00",,1290.48KG
Dia,almacen,ARG,PANEX,Pan Flautita Panex 3 Un. ,,"$ 185,75",,619.17KG
Dia,almacen,ARG,TIA MARUCA,Tostadas de Arroz Tia Maruca sin sal 120 Gr. ,,"$ 112,28",,935.67KG
Dia,almacen,ARG,PREFERIDO,Pan Rallado Preferido mas fibra 1 Kg. ,,"$ 405,14",,405.14KG
Dia,almacen,ARG,DIA,Pan de Hamburguesa DIA 210 Gr. ,,"$ 413,00",,1966.67KG
Dia,almacen,ARG,DIA,Pan de molde Salvado DIA rodajas finas 360 Gr. ,,"$ 413,00",,1147.22KG
Dia,almacen,ARG,SIN MARCA,Pastafrola 80 Gr ,,"$ 194,00",,2425.00KG
Dia,almacen,ARG,SIN MARCA,Pan de molde Blanco 360 Gr. ,,"$ 361,61",,1004.47KG
Dia,almacen,ARG,PANEX,Baguette x Un. ,,"$ 185,31",,159.00UD
Dia,almacen,ARG,SIN MARCA,Pan Mignon x Un. ,,"$ 28,00",,800.00KG
Dia,almacen,ARG,DIA,Pan de molde Blanco DIA rodajas finas 360 Gr. ,,"$ 375,00",,1041.67KG
Dia,almacen,ARG,DIA,Mini Budín Dia Vainilla con Dulce de Leche 45 Gr. ,,"$ 55,00",,1222.22KG
Dia,almacen,ARG,FAVORITA,Pan Rallado Favorita 450 Gr. ,,"$ 126,60",,281.33KG
Dia,almacen,ARG,SIN MARCA,Muffin Chocolate x Un. ,,"$ 195,96",,1536.36KG
Dia,almacen,ARG,SIN MARCA,Muffin Vainilla con Dulce de Leche x Un. ,,"$ 195,96",,195.96UD
Dia,almacen,ARG,SIN MARCA,Pan Baguette Integral Rústica 1 Un. ,,"$ 284,25",,239.00UD
Dia,almacen,ARG,SIN MARCA,Medialuna de Grasa x Un. ,,"$ 74,00",,74.00UD
Dia,almacen,ARG,SIN MARCA,Pepas de Membrillo ,,"$ 211,50",,2643.75KG
Dia,almacen,ARG,DIA,Mini Budín Dia Chocolate con Dulce de Leche 45 Gr. ,,"$ 55,00",,1222.22KG
Dia,almacen,ARG,SIN MARCA,Cookies de Vainilla con Chips 6 Un ,,"$ 432,60",,2403.33KG
Dia,almacen,ARG,SIN MARCA,Donut Rellena Decorada x Un. ,,"$ 201,29",,201.29UD
Dia,almacen,ARG,SIN MARCA,Pan Baguette 1 Ud. ,,"$ 179,99",,782.57KG
Dia,almacen,ARG,LACTAL,Pan de Pancho Lactal 210 Gr. ,,"$ 247,00",,1176.19KG
Dia,almacen,ARG,DIA,Rebozador DIA 500 Gr. ,,"$ 176,96",,353.92KG
Dia,almacen,ARG,DIA,Budin DIA Chips de Chocolate 250 Gr. ,,"$ 409,28",,1637.12KG
Dia,almacen,ARG,DIA,Pan de molde Salvado DIA sin sal 360 Gr. ,,"$ 505,00",,1402.78KG
Dia,almacen,ARG,SIN MARCA,Muffin Marmolado x Un. ,,"$ 190,00",,1727.27KG
Dia,almacen,ARG,SIN MARCA,Panal de Membrillo x Un. ,,"$ 74,00",,74.00UD
Dia,almacen,ARG,SIN MARCA,Petit Pan x Un. ,,"$ 48,99",,979.80KG
Dia,almacen,ARG,SIN MARCA,Vigilante con Azúcar x Un. ,,"$ 74,00",,74.00UD
Dia,almacen,ARG,SIN MARCA,Donut Glaseada x Un. ,,"$ 169,34",,169.34UD
Dia,almacen,ARG,EL CHACARERO,Pan de Pancho El Chacarero 210 Gr. ,,"$ 262,00",,1247.62KG
Dia,almacen,ARG,SIN MARCA,Pan Ciabatta rectangular Integral 1 Un. ,,"$ 182,56",,182.56UD
Dia,almacen,ARG,SIN MARCA,Facturas de Hojaldre con Crema x Un ,,"$ 86,83",,86.83UD
Dia,almacen,ARG,DIA,Budin DIA Vainilla 250 Gr. ,,"$ 409,28",,1637.12KG
Dia,almacen,ARG,DIA,Budín Cuquets Vainilla con Dulce de Leche 250 Gr. ,,"$ 396,59",,1586.36KG
Dia,almacen,ARG,SIN MARCA,Medialuna de Manteca x Un ,,"$ 86,83",,86.83UD
Dia,almacen,ARG,SIN MARCA,Chipa x Un ,,"$ 31,88",,31.88UD
Dia,almacen,ARG,PREFERIDO,Rebozador para Horno Preferido 500 Gr. ,,"$ 338,99",,677.98KG
Dia,almacen,ARG,DIA,Pan de molde Blanco DIA 350 Gr. ,,"$ 366,00",,1045.71KG
Dia,almacen,ARG,SIN MARCA,Pan Media Baguette Rústica x Un. ,,"$ 186,38",,1491.04KG
Dia,almacen,ARG,SIN MARCA,Pan Kaiser 1 Un. ,,"$ 122,48",,1828.06KG
Dia,almacen,ARG,SIN MARCA,Croissant de Manteca x Un ,,"$ 120,90",,120.90UD
Dia,almacen,ARG,SIN MARCA,Medialuna de Grasa x Un ,,"$ 86,83",,86.83UD
Dia,almacen,ARG,SIN MARCA,Criollitos Salados x Un. ,,"$ 67,00",,1488.89KG
Dia,almacen,ARG,SIN MARCA,Pan Figacitas de manteca Panex 280 Gr. ,,"$ 294,56",,1052.00KG
Dia,almacen,ARG,PANEX,Librito de Grasa Panex 150 Gr. ,,"$ 149,48",,996.53KG
Dia,almacen,ARG,DIA,Pan Dulce DIA con Chips de Chocolate 500 Gr. ,,"$ 1.075,80",,2151.60KG
Dia,almacen,ARG,SIN MARCA,Grisines Panex en bandeja ,,"$ 328,63",,1314.52KG
Dia,almacen,ARG,PANEX,Alfajores de Maicena Panex 5 Ud. ,,"$ 362,70",,2590.71KG
Dia,almacen,ARG,PANEX,Budín Panex Naranja 350 Gr. ,,"$ 509,98",,1758.55KG
Dia,almacen,ARG,DIA,Bizcochuelo de Vainilla DIA bañado en Chocolate 38 Gr. ,,"$ 75,00",,1973.68KG
Dia,almacen,ARG,PANEX,Budín Panex Frutos Secos 280 Gr. ,,"$ 509,98",,1821.36KG
Dia,almacen,ARG,SIN MARCA,Bollitos de Salvado en Bandeja 300 Gr ,,"$ 237,41",,791.37KG
Dia,almacen,ARG,SIN MARCA,Rosca Pastelera en Bandeja 1 Un. ,,"$ 990,00",,2475.00KG
Dia,almacen,ARG,PANEX,Alfajores Mini Artesanales ,,"$ 373,70",,74.74UD
Dia,almacen,ARG,PANEX,Budín Panex con Dulce de Leche 360 Gr. ,,"$ 509,98",,1416.61KG
Dia,almacen,ARG,PANEX,Tablitas Saborizadas ,,"$ 225,32",,1877.67KG
Dia,almacen,ARG,BAUDUCCO,Mini Panettone Bauducco Con Frutas 100 Gr. ,,"$ 270,00",,2700.00KG
Dia,almacen,ARG,DIA,Pan Dulce DIA Pannetone 700 Gr. ,,"$ 1.132,50",,1617.86KG
Dia,almacen,ARG,SIN MARCA,Pandoro Deubel 500 Gr. ,,"$ 1.258,00",,2516.00KG
Dia,almacen,ARG,NACIONAL,Pastelitos de Batata 90 Gr. ,,"$ 349,00",,4653.33KG
Dia,almacen,ARG,NACIONAL,Pastelitos de Membrillo 90 Gr. ,,"$ 349,00",,4653.33KG
