market,category,currency,marca,descripcion,promocion,precio_producto,precio_promocion,precio_kilo
Dia,almacen,ARG,DIA,Vinagre de Alcohol DIA 1 Lt. ,,"$ 179,00",,179.00LT
Dia,almacen,ARG,DIA,Aceite en Aerosol DIA 120 Gr. ,,"$ 385,42",,3211.83KG
Dia,almacen,ARG,HELLMANNS,Mayonesa Clásica Hellmann's Sin Tacc Doypack 950 Gr. ,,"$ 642,35",,676.16KG
Dia,almacen,ARG,SAVORA,Mostaza Savora 500 Gr. ,,"$ 394,90",,789.80KG
Dia,almacen,ARG,NUCETE,Aceite de Oliva Nucete Extra Virgen 500 Ml. ,,"$ 1.130,98",,2261.96LT
Dia,almacen,ARG,HELLMANNS,Mayonesa Hellmann's Light Doypack 475 Gr. ,,"$ 317,00",,667.37KG
Dia,almacen,ARG,FLORENCIA,"Aceite Mezcla Florencia Soja y Girazol 1,5 Lt. ",,"$ 330,90",,220.60LT
Dia,almacen,ARG,DIA,Sal Fina DIA 500 Gr. ,,"$ 94,90",,189.80KG
Dia,almacen,ARG,NATURA,Ketchup Natura 250 Gr. ,,"$ 208,10",,832.40KG
Dia,almacen,ARG,DIA,"Aceite de Girasol DIA 1,5 Lts. ",,"$ 849,00",,566.00LT
Dia,almacen,ARG,DANICA,Mostaza Dánica 220 Gr. ,,"$ 133,59",,607.23KG
Dia,almacen,ARG,DANICA,Salsa Golf Dánica Sin Tacc 220 Gr. ,,"$ 178,55",,811.59KG
Dia,almacen,ARG,DIA,Aceite de Oliva Extravirgen DIA Envase Pet 500 Ml. ,,"$ 663,20",,1326.40LT
Dia,almacen,ARG,DIA,Aceite de Girasol DIA 900 Ml. ,,"$ 523,11",,581.23LT
Dia,almacen,ARG,HELLMANNS,Mayonesa Liviana Doy Pack Hellmann´s 475 Gr. ,,"$ 370,79",,780.61KG
Dia,almacen,ARG,HELLMANNS,Mayonesa Clásica Hellmann's Sin Tacc Doypack 237 Gr. ,,"$ 216,10",,911.81KG
Dia,almacen,ARG,CELUSAL,Sal Gruesa Celusal 1 Kg. ,,"$ 272,40",,272.40KG
Dia,almacen,ARG,HELLMANNS,Mayonesa Hellman´s 750 Gr. ,,"$ 380,00",,506.67KG
Dia,almacen,ARG,SIGLO DE ORO,Aceite Mezcla Siglo de Oro 900 Ml. ,,"$ 185,70",,206.33LT
Dia,almacen,ARG,NATURA,Mostaza Natura 250 Gr. ,,"$ 170,25",,681.00KG
Dia,almacen,ARG,ALICANTE,Provenzal Alicante 25 Gr. ,,"$ 161,20",,6.45GR
Dia,almacen,ARG,MAYOLIVA,Mayonesa Natura Mayoliva 250 Gr. ,,"$ 266,85",,1067.40KG
Dia,almacen,ARG,MENOYO,Mayonesa Light Menoyo sin tacc 470 Gr. ,,"$ 286,45",,572.90LT
Dia,almacen,ARG,NUCETE,Aceite Oliva Nucete Extra Virgen Envase de Vidrio 500 Ml. ,,"$ 1.209,02",,2418.04LT
Dia,almacen,ARG,KNORR,Mix de Especias Knorr Finas Hierbas 20 Gr. ,,"$ 191,69",,9584.50KG
Dia,almacen,ARG,PUREZA,Aceite de Girasol Pureza 900 Ml. ,,"$ 575,00",,638.89LT
Dia,almacen,ARG,LA PARMESANA,AJI MOLIDO   LA PARMESANA 25GR ,,"$ 70,05",,2802.00KG
Dia,almacen,ARG,KNORR,Bolsa para Horno Knorr Hierbas y Especias 21 Gr. ,,"$ 175,70",,8366.67KG
Dia,almacen,ARG,DIA,Mayonesa DIA 900 Ml. ,,"$ 349,79",,413.46KG
Dia,almacen,ARG,ALICANTE,Canela Molida Alicante 25 Gr. ,,"$ 229,10",,9164.00KG
Dia,almacen,ARG,KNORR,Mix de Especias Knorr Capresse 20 Gr. ,,"$ 177,90",,8895.00KG
Dia,almacen,ARG,HEINZ,Mayonesa Light Heinz 200 Gr. ,,"$ 254,03",,1270.15KG
Dia,almacen,ARG,KNORR,Mix de Especias Knorr Orienta 35 Gr. ,,"$ 191,69",,5476.86KG
Dia,almacen,ARG,HELLMANNS,Mayonesa Liviana Hellmann´s Doy Pack 237 Gr. ,,"$ 221,65",,935.23LT
Dia,almacen,ARG,MENOYO,Mayonesa Menoyo Original Sin Tacc 500 Gr. ,,"$ 280,10",,560.20KG
Dia,almacen,ARG,DANICA,Mayonesa Dánica con Jugo de Limón Sin Tacc 950 Gr. ,,"$ 580,80",,580.80KG
Dia,almacen,ARG,DIA,Sal Gruesa DIA 1 Kg. ,,"$ 132,55",,132.55KG
Dia,almacen,ARG,HEINZ,Mayonesa Heinz 850 Gr. ,,"$ 827,32",,973.32KG
Dia,almacen,ARG,SUEÑO VERDE,Aderezo Balsámico Sueño Verde 200 Gr. ,,"$ 599,00",,2995.00KG
Dia,almacen,ARG,CAÑUELAS,Aceite de Oliva Cañuelas Clásico 500 Ml. ,,"$ 1.075,89",,2151.78LT
Dia,almacen,ARG,NOT MAYO,Aderezo a base de plantas NotMayo Light 200 Gr. ,,"$ 210,50",,1052.50KG
Dia,almacen,ARG,LIRA,Aceite de Oliva Lira Extra Virgen 500 Ml. ,,"$ 1.500,46",,3000.92LT
Dia,almacen,ARG,COCINERO,Aceite de Oliva Cocinero Extra Virgen Intenso 500 Ml. ,,"$ 1.583,86",,3167.72LT
Dia,almacen,ARG,KNORR,Mix de especias Knorr Ahumado 20 Gr. ,,"$ 176,50",,8825.00KG
Dia,almacen,ARG,LIRA,Aceite de Girasol Lira 900 Ml. ,,"$ 554,62",,532.22LT
Dia,almacen,ARG,MORIXE,Aceite de Girasol Morixe 900 Ml. ,,"$ 533,77",,593.08LT
Dia,almacen,ARG,DIA,Pimenton DIA 50 Gr. ,,"$ 173,70",,3474.00KG
Dia,almacen,ARG,DIA,Jugo de Limón Dia 500 ml. ,,"$ 222,90",,445.80LT
Dia,almacen,ARG,DIA,Ketchup DIA 400 Gr. ,,"$ 261,90",,654.75KG
Dia,almacen,ARG,DIA,Provenzal DIA 50 Gr. ,,"$ 231,05",,4621.00KG
Dia,almacen,ARG,LIRA,"Aceite de Girasol Lira 1,5 Lts. ",,"$ 932,54",,621693.33LT
Dia,almacen,ARG,DIA,Condimento Para Pizza DIA 25 Gr. ,,"$ 112,85",,4514.00KG
Dia,almacen,ARG,DIA,Jugo de Limón Dia 1 Lt. ,,"$ 446,34",,464.94LT
Dia,almacen,ARG,NATURA,MAYONESA NATURA 250ML ,,"$ 269,00",,1076.00LT
Dia,almacen,ARG,MENOYO,Vinagre de Alcohol Menoyo 500 Ml. ,,"$ 118,20",,236.40LT
Dia,almacen,ARG,MENOYO,Mayonesa Light Menoyo sin tacc 235 Gr. ,,"$ 183,10",,732.40KG
Dia,almacen,ARG,COCINERO,"Aceite de Girasol Cocinero Alto Oléico 1,5 Lts. ",,"$ 1.015,56",,677.04LT
Dia,almacen,ARG,MENOYO,Mostaza Menoyo Sin Tacc 250 Gr. ,,"$ 167,20",,668.80KG
Dia,almacen,ARG,COCINERO,Aceto Balsámico Cocinero 250 Ml. ,,"$ 409,95",,1639.80LT
Dia,almacen,ARG,MENOYO,Mayonesa Menoyo Original Sin Tacc 900 Ml. ,,"$ 553,15",,614.61LT
Dia,almacen,ARG,DIA,Mayonesa DIA 500 Ml. ,,"$ 156,65",,313.30KG
Dia,almacen,ARG,SUEÑO VERDE,Aderezo Pesto de Albahaca Sueño Verde 170 Gr. ,,"$ 1.320,00",,7764.71KG
Dia,almacen,ARG,DIA,Orégano DIA 25 Gr. ,,"$ 130,65",,5226.00KG
Dia,almacen,ARG,COCINERO,Aceite de Oliva Cocinero Extra Virgen 500 Ml. ,,"$ 1.188,39",,2376.78LT
Dia,almacen,ARG,HELLMANNS,Salsa Barbacoa Hellmann's doypack 500 Gr. ,,"$ 392,99",,785.98KG
Dia,almacen,ARG,MENOYO,Mayonesa Menoyo Original Sin Tacc 250 Gr. ,,"$ 162,90",,651.60KG
Dia,almacen,ARG,MENOYO,Mostaza Menoyo sin tacc 60 Gr. ,,"$ 47,90",,798.33KG
Dia,almacen,ARG,HELLMANNS,Mayonesa Hellmann's Light Doypack 237 Gr. ,,"$ 190,00",,760.00KG
Dia,almacen,ARG,MENOYO,Mayonesa Menoyo Original Sin Tacc 100 Gr. ,,"$ 80,90",,809.00KG
Dia,almacen,ARG,KANSAS,Salsa Barbacoa Kansas 455 Gr. ,,"$ 715,00",,1571.43KG
Dia,almacen,ARG,COCINERO,Aceite de Girasol Cocinero Alto Oléico 900 Ml. ,,"$ 640,66",,711.84LT
Dia,almacen,ARG,DIA,Vinagre de Manzana DIA 500 Ml. ,,"$ 155,45",,310.90LT
Dia,almacen,ARG,NOT MAYO,Aderezo NotMayo Original NotCo 200 Gr. ,,"$ 210,50",,1052.50KG
Dia,almacen,ARG,LIRA,Aceite de Maíz Lira 900 Ml. ,,"$ 1.324,17",,1471.30LT
Dia,almacen,ARG,HELLMANNS,Hellmanns Mayonesa Aderezo Vegano 500 Gr. ,,"$ 371,80",,743.60KG
Dia,almacen,ARG,SUEÑO VERDE,Mostaza Sueño Verde con Miel 200 Ml. ,,"$ 599,00",,2995.00LT
Dia,almacen,ARG,LA PARMESANA,PIMIENTA NEGRA MOLIDA LA PARMESANA 25GR ,,"$ 155,00",,3100.00KG
Dia,almacen,ARG,KANSAS,KETCHUP KANSAS 465GR ,,"$ 616,00",,1324.73KG
Dia,almacen,ARG,KANSAS,Salsa Caesar Kansas 370 Gr. ,,"$ 794,20",,2146.49KG
Dia,almacen,ARG,KANSAS,Salsa Kansas Vinagreta 390 Gr. ,,"$ 715,00",,1833.33KG
Dia,almacen,ARG,PASTA BOX,Salsa La Parmesana Chimichurri Tradicional 300 Ml. ,,"$ 234,45",,68.61LT
Dia,almacen,ARG,MENOYO,Aceto Reducción Menoyo 250 Ml. ,,"$ 442,70",,1770.80LT
Dia,almacen,ARG,SIN MARCA,Pimentón 50 Gr. ,,"$ 89,00",,1780.00KG
Dia,almacen,ARG,CELUSAL,Sal Entrefina Celusal para Parrilla 1 Kg. ,,"$ 261,85",,261.85KG
Dia,almacen,ARG,KANSAS,MAYONESA KANSAS 400GR ,,"$ 616,00",,1540.00KG
Dia,almacen,ARG,DIA,Aceite de Oliva Extravirgen DIA Envase de Vidrio 500 Ml. ,,"$ 938,40",,1876.80LT
Dia,almacen,ARG,SIN MARCA,CHIMICHURRI 50 GR ,,"$ 89,00",,1780.00KG
Dia,almacen,ARG,KANSAS,Salsa Kansas Vinagreta 390 Gr. ,,"$ 1.062,95",,2725.51KG
Dia,almacen,ARG,MENOYO,Vinagre de Manzana Menoyo 500 Ml. ,,"$ 233,65",,467.30LT
Dia,almacen,ARG,LIRA,Aceite Mezcla de Girasol y Oliva Lira 900 Ml. ,,"$ 747,50",,830.56LT
Dia,almacen,ARG,SIN MARCA,Ajo Granulado 50 Gr. ,,"$ 99,00",,1980.00KG
Dia,almacen,ARG,SIN MARCA,CURRY 50gr ,,"$ 79,00",,1580.00KG
Dia,almacen,ARG,SIN MARCA,Pesto 50 Gr. ,,"$ 95,00",,1900.00KG
Dia,almacen,ARG,SIN MARCA,Pimienta Negra en grano 50 Gr. ,,"$ 125,00",,2500.00KG
Dia,almacen,ARG,SIN MARCA,Pimienta Negra Molida 50 Gr. ,,"$ 125,00",,2500.00KG
Dia,almacen,ARG,KANSAS,Salsa Kansas Honey Mustard 455 Gr. ,,"$ 1.062,95",,2592.56KG
Dia,almacen,ARG,SIN MARCA,AJI MOLIDO 50 GR ,,"$ 75,00",,1500.00KG
Dia,almacen,ARG,SUEÑO VERDE,Aderezo Sueño Verde Coleslaw 200 Ml. ,,"$ 599,00",,2995.00LT
Dia,almacen,ARG,SUEÑO VERDE,Aderezo Caesar Sueño Verde 200 Ml. ,,"$ 599,00",,2995.00LT
Dia,almacen,ARG,SIN MARCA,Orégano 50 Gr. ,,"$ 99,00",,1980.00KG
Dia,almacen,ARG,SIN MARCA,Provenzal 50 Gr. ,,"$ 105,00",,2100.00KG
Dia,almacen,ARG,KANSAS,Salsa Kansas Barbacoa 455 Gr. ,,"$ 1.062,95",,2336.15KG
Dia,almacen,ARG,FRITOLIM,Aceite Fritolim en Aerosol 120 Gr. ,,"$ 484,82",,4040.17KG
Dia,almacen,ARG,NUCETE,Pasta de Aceitunas Verdes Nucete 190 Gr. ,,"$ 438,25",,2306.58KG
Dia,almacen,ARG,DIA,Salsa de Soja DIA 280 Gr. ,,"$ 233,95",,835.54KG
Dia,almacen,ARG,HELLMANNS,Hellmanns Ketchup Squeeze 400 Grs. ,,"$ 767,30",,1918.25KG
Dia,almacen,ARG,GENSER,Sal Clásica Genser 90 Gr. ,,"$ 424,90",,4721.11KG
Dia,almacen,ARG,DIA,Mayonesa DIA 250 Ml. ,,"$ 189,20",,805.11KG
Dia,almacen,ARG,MENOYO,Vinagre de Vino Menoyo 500 Ml. ,,"$ 214,49",,428.98LT
Dia,almacen,ARG,HEINZ,Mayonesa Heinz 350 Gr. ,,"$ 418,20",,1194.86KG
Dia,almacen,ARG,COCINERO,Aceite de Oliva Cocinero 500 Ml. ,,"$ 927,21",,1854.42LT
Dia,almacen,ARG,DIA,Aceite Oliva Extravirgen Dia 250 Ml. ,,"$ 533,57",,2134.28LT
Dia,almacen,ARG,CELUSAL,Sal Fina Celusal de mesa 500 Gr. ,,"$ 544,65",,1089.30KG
Dia,almacen,ARG,DIA,Ají Molido DIA 50 Gr. ,,"$ 167,15",,3343.00KG
Dia,almacen,ARG,DIA,Vinagre de Vino DIA 500 Ml. ,,"$ 173,40",,346.80LT
Dia,almacen,ARG,COCINERO,Aderezo Light Cocinero 500 Ml. ,,"$ 270,80",,541.60LT
Dia,almacen,ARG,HEINZ,Mayonesa Heinz 200 Gr. ,,"$ 234,10",,1170.50KG
Dia,almacen,ARG,HELLMANNS,Salsa Hellmann's Barbacoa Doypack 250 Gr. ,,"$ 266,45",,1065.80KG
Dia,almacen,ARG,DIA,Salsa Ají Picante DIA 295 Gr. ,,"$ 263,20",,892.20KG
Dia,almacen,ARG,CELUSAL,Sal Fina Light Celusal 235 Gr. ,,"$ 622,00",,2646.81KG
Dia,almacen,ARG,SAVORA,Mostaza Savora Original Squeeze 200 Gr. ,,"$ 282,20",,1411.00KG
Dia,almacen,ARG,HELLMANNS,Salsa Golf Hellmanns Doypack 250 Gr. ,,"$ 184,00",,736.00KG
Dia,almacen,ARG,GENSER,Salero Genser 300 Gr. ,,"$ 746,10",,2487.00KG
Dia,almacen,ARG,CADA DIA,Aceite de Girasol Cada Dia 900 Ml. ,,"$ 526,00",,584.44LT
Dia,almacen,ARG,DIA,Aderezo a base de Mostaza DIA 220 Gr. ,,"$ 149,00",,677.27KG
Dia,almacen,ARG,CELUSAL,Celusal fina Salero 250 Gr ,,"$ 468,40",,1873.60KG
Dia,almacen,ARG,HELLMANNS,Hellmanns Mayonesa Suave Sachet 242 Gr. ,,"$ 444,95",,1390.47KG
Dia,almacen,ARG,DIA,Arroz Largo Fino 0000 DIA 1 Kg. ,8%,"$ 349,00","$ 379,00",349.00KG
Dia,almacen,ARG,MOLINOS ALA,Arroz Molinos Ala Gran Selecto Largo Fino 1 Kg. ,,"$ 217,31",,217.31KG
Dia,almacen,ARG,APOSTOLES,Arroz Apóstoles Largo Fino 00000 1 Kg. ,,"$ 201,70",,201.70KG
Dia,almacen,ARG,BOX,Cous Cous Marroqui Box 89 Gr. ,,"$ 304,77",,3424.38KG
Dia,almacen,ARG,DIA,Arroz Largo Fino 00000 DIA 1 Kg. ,9%,"$ 379,00","$ 415,00",379.00KG
Dia,almacen,ARG,GALLO,Arroz Parboil Gallo Oro Bolsa 1 Kg. ,,"$ 313,80",,313.80KG
Dia,almacen,ARG,MOLINOS ALA,Arroz Molinos Ala Gran Selecto Parboil 1 Kg. ,,"$ 250,38",,250.38KG
Dia,almacen,ARG,LUCCHETTI,Arroz Largo Fino 00000 Lucchetti 1 Kg. ,,"$ 223,39",,223.39KG
Dia,almacen,ARG,DOS HERMANOS,Arroz Largo Fino Dos Hermanos 00000 1 Kg. ,,"$ 195,87",,195.87KG
Dia,almacen,ARG,MOLINOS ALA,Arroz Molinos Ala Gran Selecto Parboil 500 Gr. ,,"$ 140,99",,281.98KG
Dia,almacen,ARG,MOLINOS ALA,Arroz Molinos Ala Gran Selecto Largo Fino 500 Gr. ,,"$ 133,73",,267.46KG
Dia,almacen,ARG,DOS HERMANOS,Arroz Parboil Dos Hermanos No se pasa 1 Kg. ,,"$ 238,96",,238.96KG
Dia,almacen,ARG,ALA,Arroz Molinos Ala Doble Carolina 1 Kg. ,,"$ 424,47",,424.47KG
Dia,almacen,ARG,GALLO,Arroz Parboil Gallo Oro 500 Gr. ,,"$ 177,28",,354.56KG
Dia,almacen,ARG,GALLO ORO,Arroz Parboil Gallo Oro 1 Kg. ,,"$ 341,21",,341.21KG
Dia,almacen,ARG,DOS HERMANOS,Arroz Integral Dos Hermanos 1 Kg. ,,"$ 235,79",,235.79KG
Dia,almacen,ARG,MOLINOS ALA,Arroz Doble Carolina Molinos Ala 500 Gr. ,,"$ 226,78",,453.56KG
Dia,almacen,ARG,CAÑUELAS,Arroz Parboil Cañuelas 500 Gr. ,,"$ 157,75",,315.50KG
Dia,almacen,ARG,APOSTOLES,Arroz Largo Fino Apóstoles 500 Gr. ,,"$ 74,57",,149.14KG
Dia,almacen,ARG,GALLO,Arroz Preparado Gallo Mix de Vegetales 240 Gr. ,,"$ 348,60",,1452.50KG
Dia,almacen,ARG,MOLINOS ALA,Arroz Integral Molinos Ala 500 Gr. ,,"$ 140,06",,280.12KG
Dia,almacen,ARG,EGRAN,LENTEJAS EGRAN 400GR ,,"$ 699,00",,
Dia,almacen,ARG,GALLO,Arroz Preparado Gallo Queso 240 Gr. ,,"$ 348,60",,1452.50KG
Dia,almacen,ARG,VANGUARDIA,Arroz Largo fino Vanguardia 00000 500 Gr. ,,"$ 82,15",,164.30KG
Dia,almacen,ARG,MAXIMO,ARROZ LARGO FINO MAXIMO 1KG ,,"$ 266,30",,266.30KG
Dia,almacen,ARG,EGRAN,GARBANZOS EGRAN 500GR ,,"$ 550,00",,
Dia,almacen,ARG,EGRAN,MAIZ PISINGALLO EGRAN 400GR ,,"$ 399,00",,
Dia,almacen,ARG,EGRAN,POROTOS ALUBIA EGRAN 500GR ,,"$ 590,00",,
Dia,almacen,ARG,EGRAN,MAIZ PELADO BLANCO EGRAN 400GR ,,"$ 399,00",,
Dia,almacen,ARG,LUCCHETTI,Arroz preparado Lucchetti Tomatado 240 Gr. ,,"$ 286,40",,1193.33KG
Dia,almacen,ARG,PASTA BOX,Mix de Semillas Genser Ensaladas y Sopas 150 Gr. ,,"$ 404,70",,
Dia,almacen,ARG,PASTA BOX,Mix de Semillas Genser Multisemillas 150 Gr. ,,"$ 404,70",,
Dia,almacen,ARG,MOLINOS ALA,Arroz Parboil Molinos Ala 1 Kg. ,,"$ 292,46",,292.46KG
Dia,almacen,ARG,PASTA BOX,Mix de Semillas Genser Desayuno 150 Gr. ,,"$ 404,70",,
Dia,almacen,ARG,APOSTOLES,Arroz Parboil Apóstoles 500 Gr. ,,"$ 88,30",,176.60KG
Dia,almacen,ARG,EL GRANERO,Porotos Alubia Granero 500 Gr. ,,"$ 313,00",,626.00KG
Dia,almacen,ARG,MAXIMO,ARROZ PARBOIL MAXIMO 1KG ,,"$ 319,50",,319.50KG
Dia,almacen,ARG,GALLO,Arroz Risotto 4 Quesos Gallo 200 Gr. ,,"$ 515,45",,2147.71KG
Dia,almacen,ARG,MAXIMO,Arroz Parboil Máximo 500 Gr. ,,"$ 117,60",,235.20KG
Dia,almacen,ARG,DIA,Arroz Integral DIA 1 Kg. ,,"$ 185,47",,185.47KG
Dia,almacen,ARG,EL GRANERO,Maíz Pisingallo Granero 400 Gr. ,,"$ 167,00",,417.50KG
Dia,almacen,ARG,GALLO,Arroz Largo Fino 00000 Gallo 1 Kg. ,,"$ 223,36",,223.36KG
Dia,almacen,ARG,CONOSUR,Semillas de Chía Enteras 100 Gr. ,,"$ 319,00",,3190.00KG
Dia,almacen,ARG,SIN MARCA,Arvejas partidas a granel x 1 Kg. ,,"$ 419,00",,419.00KG
Dia,almacen,ARG,LA SANJUANITA,Mix de Semillas La Sanjuanita 100 Gr. ,,"$ 209,00",,2090.00KG
Dia,almacen,ARG,LUCCHETTI,Arroz Parboil Lucchetti 1 Kg. ,,"$ 313,81",,313.81KG
Dia,almacen,ARG,DIA,Lentejas DIA 500 Gr. ,,"$ 328,74",,657.48KG
Dia,almacen,ARG,DIA,Arroz Parbolizado DIA 1 Kg. ,,"$ 191,84",,191.84KG
Dia,almacen,ARG,LA SANJUANITA,Semillas de Girasol peladas La Sanjuanita ,,"$ 209,00",,2090.00KG
Dia,almacen,ARG,BOX,Cous Cous Vegetales Box 89 Gr. ,,"$ 304,77",,3424.38KG
Dia,almacen,ARG,GALLO,Arroz Gallo Largo Fino 1 Kg. ,,"$ 399,00",,399.00KG
Dia,almacen,ARG,KNORR,Caldos Knorr de Verduras con Vegerales 12 Un. ,16%,"$ 280,00","$ 332,85",2456.14KG
Dia,almacen,ARG,CHEF,Pure De Papas Chef 100 Gr. ,,"$ 225,40",,2254.00KG
Dia,almacen,ARG,KNORR,Caldos Knorr de Gallina con Vegetales 12 Un. ,16%,"$ 280,00","$ 332,85",2456.14KG
Dia,almacen,ARG,MAGGI,Caldo Maggi Verdura 6 Un. ,,"$ 108,30",,18.05UD
Dia,almacen,ARG,KNORR,"Sopa de Vegetales Knorr con Caracolitos Tricolor 107,5 Gr. ",2do 50%,"$ 301,15",,2801.40KG
Dia,almacen,ARG,KNORR,Sopa Crema Knorr Arvejas con Chile Chipotle 64 Gr. ,2do 50%,"$ 285,15",,4455.47KG
Dia,almacen,ARG,KNORR,Sopa Crema Knorr Vegetales 60 Gr. ,2do 50%,"$ 291,80",,4863.33KG
Dia,almacen,ARG,BOX,Sopa de Pollo Mini Ramen Box 45 Gr. ,,"$ 219,00",,4866.67KG
Dia,almacen,ARG,KNORR,Sopa Crema Knorr Cebolla con Pimienta 65 Gr. ,2do 50%,"$ 285,15",,4386.92KG
Dia,almacen,ARG,BOX,Sopa Box Pollo Mini Ramen 45 Gr. ,,"$ 195,21",,4338.00KG
Dia,almacen,ARG,KNORR,Caldos Knorr Sabor Carne 114 Gr 12 Un. ,16%,"$ 280,00","$ 332,85",2456.14KG
Dia,almacen,ARG,KNORR,Caldo KNORR Verduras Deshidratado Cubos 6 Un. ,15%,"$ 165,00","$ 193,80",2894.74KG
Dia,almacen,ARG,MAGGI,Caldo Maggi Gallina 6 Un. ,,"$ 108,30",,18.05UD
